№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
62	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1126	124482, г.Москва, Зеленоград, корп. 331А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 734-13-83; (499) 734-10-93	http://d1126.zouo.ru
63	Государственное бюджетное образовательное учреждение города Москвы детский сад  компенсирующего вида № 1298	121552 г.Москва, ул. Рублевское шоссе, д. 115	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 140-35-73	http://www.dskvp1298.mskobr.ru
64	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 242	121352 г.Москва, Давыдковская улица, д. 8, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	445-30-45	http://dskvp669.mskzapad.ru
65	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 226	125315, г. Москва, улица Самеда Вургуна, дом 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	151-58-41	http://www.dou226.ru
66	Государственное бюджетное образовательное учреждение города Москвы детский сад № 281	125412, г. Москва,  улица  Клязьминская, дом 10Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 906-63-25; (499) 906-75-80	http://souo-mos.ru/
67	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1121	127543, г.Москва, улица Корнейчука, дом 24а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	406-35-44	http://www.dskvp1121.mskobr.ru
68	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 831	125008, г. Москва, улица Михалковская, дом 18	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 154-20-46; (499) 153-43-73	http://dskvp831.mskobr.ru/
69	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 112	127224, город Москва, Студеный проезд, дом 26, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 479-54-71; (499) 479-21-43	http://dskvp112.mskobr.ru
70	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 181	127322, г.Москва, ул.Милашенкова, д.5-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 610-05-88; (495) 610-34-82	http://www.dskvp181.mskobr.ru
71	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 425	127254 г. Москва, улица Гончарова, д. 13-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 618-15-49	http://www.dskvp425.mskobr.ru
72	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1047	127224 г. Москва, Студеный проезд, д. 32а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 479-21-09; (499) 478-84-27; (499) 476-02-01	http://dskvp1047.mskobr.ru
73	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 778	107392, г. Москва, улица Халтуринская, д.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	162-11-32	http://www.dskvp778.mskobr.ru
74	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2058	124460, г. Москва, Зеленоград, корп. 1127	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 710-21-96; (499) 710-32-75	d2058.zouo.ru;http://dskz2058.mskobr.ru
75	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2245 Солнышко	125310, г. Москва, ул. Барышиха, д.40, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 751-68-09; (495) 753-84-44; (495) 753-63-18; (495) 752-55-31	http://dskvp2245@mskobr.ru
76	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1671	121609 г. Москва, ул. Крылатские холмы, д.11	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	413-70-35	http://1671.ru
77	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 735	127540, г. Москва, улица Дубнинская, дом 10 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	904-71-22	http://dskv735.mskobr.ru/
78	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1439	127273 г. Москва, ул. Отрадная, д. 5 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	907-63-66	http://www.dskvp1439.mskobr.ru
79	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1487	127644,  г. Москва, ул. Клязьминская, дом 7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	906-09-53	http://souo-mos.ru
80	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1078	105523, г.Москва, 16-я Парковая ул., дом 47	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 468-82-19; (499) 464-93-80	http://www.dskvp1078.mskobr.ru
81	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1125	111395,г. Москва, ул. Молдагуловой, дом 20	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 374-28-20; (499) 374-31-31	http://glazkisad1125.ru
82	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 909	127560, город Москва, улица Пришвина, дом 19а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	902-15-55	http://www.dskvp909.mskobr.ru
83	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 977	127576, город  Москва, улица  Илимская, дом 2 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	200-62-29	http://www.dskvp977.mskobr.ru
84	Государственное  бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1019	127576,г. Москва, Алтуфьевское ш., д. 91 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	400-70-88	http://www.dskvp1019.mskobr.ru
85	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1143	127562 г. Москва, Алтуфьевское ш., д. 12 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 903-58-44	http://www.dsovp1587.mskobr.ru
86	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1266	127490, город Москва, улица Пестеля, дом 8 Д	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 203-32-77; (499) 203-93-88	http://www.dskvp1266.mskobr.ru
87	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1372	129075, город Москва, улица Аргуновская, дом 16, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	615-49-46	http://www.dskvp1372.mskobr.ru
88	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1020	127591, г. Москва, улица Дубнинская, дом 38, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	485-97-32	http://souo-mos.ru/
89	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2185	127081, город Москва, Ясный проезд, дом 7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 473-16-61; (495) 473-24-35	http://dskv2185.mskobr.ru
90	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2249	127081, город Москва, улица Ясный проезд, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 477-41-18; (499) 477-94-20; (499) 473-57-08	http://www.dskvp2249.mskobr.ru
91	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2269	129336, город Москва, Стартовая улица,  дом 25, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 760-49-65	http://dskvp2269.umihost.info
92	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2399	127521, город Москва, улица Шереметьевская, дом 27, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 619-53-71; (495) 619-53-71	http://dskv2399.mskobr.ru
93	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2420	129327, город Москва, улица Ленская, дом 26, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	470-54-36	http://www.dskvp2420.mskobr.ru
94	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 418	123308, г. Москва, улица Куусинена, дом 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 943-07-18	http://www.dskv1158.mskobr.ru
95	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1230	127591, г. Москва, улица Дубнинская, дом 34-А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	485-36-32	
96	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1790	121351, г.Москва, ул. Ивана Франко, д. 38, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	417-12-08	http://dskvp1790.mskzapad.ru.ru
97	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1800	119634, г.Москва, ул. Шолохова, д. 6, корп. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	731-16-77	http://dskvp1800.mskzapad.ru
98	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 276	105077 г. Москва, ул.15 Парковая, дом 20 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	465-44-48	http://www.dskvp276.mskobr.ru
99	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №609	105118, г. Москва, улица Бориса Жигуленкова, д. 11	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 365-46-85	http://dou609.ru
100	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 724	111401, г. Москва, ул. Металлургов, д. 16	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	304-03-00	http://www.dskvp724.mskobr.ru
101	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 861	140130, Московская обл.Раменский район, пос. Кратово, ул. Старомосковская, д.12	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 556-22-26	
102	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1371	111555, г. Москва, Свободный проспект, дом 9 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 300-44-11; (495) 307-84-05	http://www.dskvp1371.mskobr.ru
103	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида №1764	107065,город Москва,Уссурийская ул., дом 9 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 496-52-79; (495) 469-52-80	http://dskvp1764.mskobr.ru/
104	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1898	111531, г. Москва, ул. Саянская, д. 15Г	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	307-38-01	http://www.dskvp1898.mskobr.ru
105	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1901	105568, г.Москва, ул.Чечулина, д.20 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	308-43-42	http://www.dskvp1901.mskobr.ru
106	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2340	111673, г. Москва, ул. Салтыковская, д. 5Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(495) 702-80-30; (495) 702-33-47; (495) 701-05-61	http://dsad2340.wmsite.ru/
107	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 454	124482, г. Москва, Зеленоград, корп. 336а	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 735-25-81; (499) 735-84-16; (499) 734-11-53	http://www.d454.zouo.ru
108	Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1854	125319, г. Москва, улица Черняховского, дом 15, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад компенсирующего вида	(499) 152-74-51	http://c1854.ru/
