№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
12	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1273	117463, г.Москва, проезд Карамзина, дом 7, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	422-15-11	https://sites.google.com/site/gouds1273/home
13	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2612	109125, г. Москва, Васильцовский переулок, здание 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	742-82-31	http://sad2612.mirastem.ru
14	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 9	123423 г. Москва, Карамышевская набережная, д. 26, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 728-31-21	http://www.dskv9.mskobr.ru
15	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 89	117485, г.Москва, ул. Академика Волгина, д. 5 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	336-77-88	
16	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 710	117209, г. Москва, улица Перекопская, дом 12, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 122-70-69	http://ds710.ru
17	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 750	117209, г. Москва, Болотниковская ул., дом 52А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 121-54-10	http://detsad750.ru
18	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 974	117513, г.Москва, Ленинский проспект,  дом № 125, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	438-40-01	http://www.detsad974.ru
19	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1335	117296, г.Москва, Ломоносовский проспект, дом 6, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	134-43-58	http://www.dskv1335.ru
20	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1345	117463, Москва, улица Голубинская, дом 31, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	421-59-22	http://detsad1345.ru
21	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2471	117546 г. Москва пр. Харьковский, д.5 корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 385-78-27; (495) 385-78-26	http://dou2471.edusite.ru
22	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2571	121352, г.Москвва, Славянский бульвар, д. 13, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 792-67-34	http://dskv2571.mskzapad.ru
23	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2516	119027, г.Москва, ул. Центральная, д. 11, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 436-26-17; (495) 436-72-89; (495) 436-76-08	http://dskv2516 mskzapad.ru
24	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1237	125364, г. Москва, ул. Штурвальная, д. 6, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	492-20-91	http://www.ds424.mskobr.ru
25	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2334	103064 г. Москва, Фурманный пер., д.8	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 624-77-68	http://ds2334.mskobr.ru
26	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 602	117209, Москва, ул. Перекопская, д. 7, к. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 122-91-70	http://www.dou602.narod.ru/
27	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1944	119331, г. Москва, ул. Марии Ульяновой, дом 25Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	138-59-79	http://www.ds1944.ru
28	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2405	117042, г.Москва, ул. Южнобутовская, дом 88	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	715-64-63	http://cad2405.ucoz.ru
29	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2431	117042, г.Москва, ул. Южнобутовская, дом 52, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	715-03-45	http://ds2431.ru/
30	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2	109382, г. Москва ул. Совхозная, д. 8а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 358-90-12; (495) 358-91-10; (495) 358-91-01	http://www.ds2.uvuo.ru
31	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1927	123317 г. Москва, пер.Стрельбищенский , д.11/Б, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 256-35-93	http://www.dskv1927.mskobr.ru
32	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1975	105094 г. Москва, ул. Гольяновская, д. 7, стр.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 360-25-68; (499) 763-41-79	http://ds1975.mskobr.ru
33	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2009	123290 г.Москва, Шелепихинская наб., д.12, стр.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	259-76-24	http://www.dskv2009.mskobr.ru
34	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2022	115035 г. Москва, Садовническая набережная  д.13	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 951-50-49; (495) 951-10-70	http://www.dskv2022.mskobr.ru
35	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2032	101000 г.Москва, Малый Златоустинский пер., д.9/2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	625-72-81	http:/dskv2032.mskobr.ru
36	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2277	119002 г. Москва, Плотников пер., д.19/38, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 241-74-26; (499) 241-13-65	http://www.dskv2277.mskobr.ru
37	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2556	109004 город Москва, Большой  Факельный переулок, дом 21.	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 912-45-32; (495) 671-40-93	http://www.dskv2556.mskobr.ru
38	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2634	119049 г. Москва, 1-ый Добрынинский пер., д.9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 959-89-55; (495) 959-89-56	http://www.dskv2634.mskobr.ru
39	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2034	119634, г.Москва, ул. Чоботовская, д. 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	731-99-30	http://dskv2034.umihost.info
40	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2639	109029 г.Москва, ул.Большая Калитниковская, д.32	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	670-11-38	http://dskv2639.mskobr.ru/
41	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2640	109544 г.Москва, ул.Рабочая, д.10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	678-64-89	http://www.dskv2640.mskobr.ru
42	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 755	109377, г. Москва, ул. Зеленодольская, д. 9 корп. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	379-65-26	http://www.ds755.uvuo.ru
43	Государственное  бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 816	109444, г. Москва, Ташкентская улица, дом № 3, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	376-26-01	http://ds816.siteedit.su
44	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 968	109548,  Москва, ул. Шоссейная, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	353-41-11	http://www.ds968.uvuo.ru
45	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1100	109380, город Москва, ул. Головачева, д.5, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	377-44-16	
46	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2157	121500, г.москва, ул. 2-я Новорублевская, д. 15, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 727-28-04	http://dskv2157.mskzapad.ru
47	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1365	109652, г. Москва Подольская ул., д. 29	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	357-34-31	http://ds1365.ru
48	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1413	109542, г. Москва, Сормовская ул., дом 6, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 377-77-77	http://dskuv1413.mskobr.ru/
49	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2403	109451, г. Москва, ул. Братиславская, дом 17, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	658-89-23	http://dskuv2403.mskobr.ru
50	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2406	109431, г. Москва ул. Авиаконструктора Миля, д. 13, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 704-54-66; (495) 704-97-92	http://www.ds2406.uvuo.ru
51	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1445	127549, г. Москва, Алтуфьевское ш., д. 56 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	902-44-00	http://www.dskv1445.mskobr.ru
52	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 717	127550, г. Москва, Дмитровское шоссе, дом 29, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	976-53-98	http://souo-mos.ru/
53	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1541	127224, город Москва, улица Осташковская, дом 28, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	475-96-06	
54	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1832	127322, город Москва, улица Яблочкова, дом 23, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	639-74-76	http://www.dskv1832.mskobr.ru
55	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 772	125414, г. Москва,  улица Флотская, дом 25 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 453-15-51; (495) 435-14-51	http://www.dssk772.mskobr.ru
56	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1962	129347 город Москва, Ярославское шоссе, дом 128, корпус 1.	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 182-04-47; (499) 188-81-85; (499) 183-20-63	http:/ds1962.mskobr.ru/
57	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2145	127221, город Москва, улица Молодцова, дом 5а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 477-02-33; (499) 473-62-11	http://www.dskv2145.mskobr.ru
58	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2575	127221, город Москва, улица Молодцова, дом 4, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	473-22-04	
59	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2658	127204, город .Москва, улица 9-я Северная линия, дом 25	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 761-07-31	http://www.dskv2658.mskobr.ru
60	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1098	127572, город Москва, ул. Новгородская, дом 29.	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 200-70-11	http://www.dskvp1098.mskobr.ru
61	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1353	127276 г.Москва, ул.Ботаническая, д.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 201-50-44; (499) 201-49-22	http://www.ds1353.mskobr.ru
62	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1744	129281, город Москва, Староватутинский проезд, дом 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 185-77-31; (499) 185-81-46; (499) 185-81-75	http://dskv1744.mskobr.ru
63	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1751	127349, город Москва, улица Мурановская, дом 19 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 909-09-61	http://www.dskvp1751.mskobr.ru
64	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1757	119633, г.Москва, ул. Приречная, д. 9, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 731-44-55	http://www.dskv1757.mskobr.ru
65	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1109	125413, г. Москва, улица Зеленоградская, дом 1, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	453-20-83	http://dskv1109.mskobr.ru
66	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1278	127486, г. Москва, Дегунинская улица, дом 13А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 488-55-33	http://detsad1278@mail.ru
67	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1323	127591, г. Москва, Керамический проезд, дом 71, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	485-29-68	http://dskv1323.mskobr.ru
68	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1362	125599, г. Москва, улица Бусиновская горка, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 486-26-06; (495) 486-63-45; (495) 486-63-77	http://dskv1362.mskobr.ru
69	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1453	125599, г. Москва, ул. Бусиновская горка, д. 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	486-57-68	http://dskv1453.mskobr.ru
70	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1486	127247, г. Москва, Дмитровское шоссе, дом 101А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	483-53-49	http://dskv1486.mskobr.ru
71	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 685	121467, г.Москва, ул. Молдавская, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 141-10-72	http://ds685.mskzapad.ru
72	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 813	111402, г. Москва, ул. Кетчерская, д.6А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	375-77-30	http://www.dskv813.mskobr.ru
73	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1009	111402, г.Москва, ул.Кетчерская, д.8 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 370-56-00; (495) 370-56-10; (495) 375-51-65	http://www.dskv1009.mskobr.ru
74	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1010	107589  г. Москва  ул. Красноярская,  д. 9 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	467-49-00	http://www.dskv1010.mskobr.ru
75	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1547	111401,город Москва, 2-я Владимирская улица, дом 24	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 368-94-14; (495) 368-95-75	http://www.dskv1547.mskobr.ru
76	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1879	111398, г.Москва, ул. Перовская 26 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 306-68-20	http://www.gouds.ru
77	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1896	111402, г. Москва, ул. Старый гай, д. 12 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 375-98-95	http://www.dskv1896.mskobr.ru
78	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2386	105122,г.Москва,Щелковское шоссе,д.14А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	163-18-42	http://www.dskv2386.mskobr.ru
79	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2559	107065,г.Москва, ул.Уральская, д.23	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	462-05-95	http://detsad2559.narod.ru
80	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №437	107150, г. Москва, бул. Маршала Рокоссовского, д. 26	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	160-28-01	http://www.dskvp437.mskobr.ru
81	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1421	117593, г.Москва, Литовский бульвар, дом 11, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	425-30-11	http://detsad1421.ru
82	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2074	117628, г.Москва, ул. Знаменские Садки, д. 5А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	712-31-18	http://DS2074.RU
83	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2344	117042, город Москва, улица Южнобутовская, дом 59	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	715-06-45	http://www.dou2344.ru
84	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 12	117623, г. Москва, улица 1-ая Мелитопольская, дом 34	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	712-52-36	http://www.detsad12.ru
85	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 775	117447, г.Москва, ул. Большая Черемушкинская, дом 14А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	126-69-70	http://www.detsad775.ru/
86	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1068	117418, г.Москва, улица Цюрупы, дом 11, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	331-67-11	http://detsad1068.mosuzedu.ru/
87	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1165	117335, г. Москва, ул. Профсоюзная, дом 38, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	128-69-79	http://www.sad1165.ru
88	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1209	117593, г.Москва, улица Айвазовского, дом 6, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	425-33-33	http://ds1209.ru
89	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1986	117593, г. Москва, ул. Рокотова, дом 8, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	426-77-33	http://www.ds1986.ru/
90	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2037	117216, г. Москва, ул. Старокачаловская, д. 3 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	711-51-09	http://detsadik2037.ru
91	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2433	117042, г. Москва, Плавский проезд, дом 7, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	717-07-11	http://detsad-2433.ru
92	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 216	119415 г.Москва, Ленинский проспект, д. 118	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	432-46-22	http://dskv216.mskzapad.ru
93	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 886	111402, г.Москва, ул. Вешняковская, д. 4Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	375-18-87	http://www.dskv886.mskobr.ru
94	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1560	107014, г. Москва, ул. Охотничья, д.8	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	269-59-20	http://www.dskv1560.mskobr.ru
