0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
18;5252;5252;SVAO__173;"площадка спортивная универсальная ""Улица Коминтерна 5""";ул. Коминтерна 5;бесплатно;11182,506;21868,5741;10594;85911;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица Коминтерна 5""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;14495;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
19;5254;5254;SVAO__175;"площадка спортивная универсальная ""Улица Ленская 14-16""";Ленская ул. 14-16;бесплатно;10443,7136;22297,735;13008;85916;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица Ленская 14-16""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;14615;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
20;1226;1226;DOGM__634;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 781;Восточный / Вешняки / Вешняковская ул. / Дом- 2А;бесплатно;20179,775;7801,3697;2122233;10282;площадка спортивная универсальная;;нет;с 8:00 до 22:00;искусственное;без освещения;да;нет;;;10282;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;да;1037739328703;ГБОУ СОШ № 781;(495) 375-67-84;sch781.mskobr.ru;sch781@mail.ru;;
21;1236;1236;DOGM__644;Государственное бюджетное образовательное учреждение города Москвы специальная (коррекционная) общеобразовательная школа-интернат II вида № 10;Восточный / Вешняки / Реутовская ул. / Дом- 22Б;бесплатно;21254,4443;7467,4281;2122251;10408;площадка спортивная универсальная;;нет;будни с 6:00 до 22:00, выходные с 10:00 до 21:00;искусственное;уличные столбы освещения;нет;нет;;;10408;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1047720025264;ГБОУ СКОШИ №10;(495) 370-03-03;shk10.mskobr.ru;shkola10inter@mail.ru;;
1;2199;2199;DOGM__1607;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810;Восточный / Вешняки / ул. Красный Казанец / Дом- 3А;бесплатно;19354,3;6413,3262;2122236;10289;площадка спортивная универсальная;;нет;8:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10289;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1037739319474;ГБОУ СОШ №810;(499) 374-12-60;sch810.mskobr.ru;schkola810@mail.ru;;
2;1255;1255;DOGM__663;Государственное бюджетное образовательное учреждение города Москвы специальная(коррекционная) общеобразовательная школа- интернат VI вида № 31;Восточный / Вешняки / ул. Молдагуловой / Дом- 6А;бесплатно;19537,3001;6701,0489;2121982;10411;площадка спортивная универсальная;;нет;0;травяное;без освещения;да;нет;;;10411;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1037739406968;ГБОУ СКОШИ № 31;(499) 374-11-31;нет;нет;;
3;4500;4500;DPIOOS4;"Лесопарк ""Кусково""";3 - я Музейная, д. 40;нет;19406,6279;7334,7345;;102035;площадка спортивная универсальная;"Лесопарк ""Кусково""";нет;Круглосуточно;искусственное;без освещения;да;нет;;;;парки (озелененные городские территории;Департамент природопользования и охраны окружающей среды города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;сведений нет;"Санитарное состояние ГБУ ""Автодороги ВАО"". Текущий ремонт - ""ООО СтройПаркХоз""";(985) 911-34-61;нет;9651249999@mail.ru;Внесены изменения;
4;4501;4501;DPIOOS5;"Лесопарк ""Кусково""";3 - я Музейная, д. 40;нет;19401,3362;7252,7135;;102036;площадка спортивная универсальная;"Лесопарк ""Кусково""";нет;Круглосуточно;искусственное;без освещения;да;нет;;;;парки (озелененные городские территории;Департамент природопользования и охраны окружающей среды города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;сведений нет;"Санитарное состояние ГБУ ""Автодороги ВАО"" Текущий ремонт - ""ООО СтройПаркХоз""";(985) 911-34-61;нет;9651249999@mail.ru;Внесены изменения;
5;4610;4610;DPIOOS114;"Лесопарк ""Кусково""";3 - я Музейная, д. 40;нет;19467,4822;7312,2449;;;площадка спортивная универсальная;;нет;Круглосуточно;искусственное;без освещения;да;нет;;;;парки (озелененные городские территории;Департамент природопользования и охраны окружающей среды города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;сведений нет;"Санитарное состояние ГБУ ""Автодороги ВАО"" Текущий ремонт - ""ООО СтройПаркХоз""";(985) 911-34-61;нет;9651249999@mail.ru;Добавлено;
6;7206;7206;VAO___382;сведения отсутствуют;Косинская ул. 18к2;бесплатно;20953,1206;6117,1196;11118;92441;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;асфальтовое, бетонное;прожекторное освещение;да;нет;;;12517;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
7;6924;6924;VAO___100;сведения отсутствуют;Вешняковская ул. 6к5;бесплатно;20296,5557;7695,0977;3786;93220;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;асфальтовое, бетонное;без освещения;да;нет;;;12107;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;да;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
8;6940;6940;VAO___116;сведения отсутствуют;ул. Молдагуловой 12к2;бесплатно;19852,9809;6494,0193;14953;92614;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;асфальтовое, бетонное;прожекторное освещение;да;нет;;;12535;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;да;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
9;7155;7155;VAO___331;сведения отсутствуют;Реутовская ул. 4;бесплатно;21078,1365;8093,2964;21757;91885;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;асфальтовое, бетонное;уличные столбы освещения;нет;нет;;;12817;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;футбольная площадка
10;6939;6939;VAO___115;сведения отсутствуют;аллея Первой Маевки 11к2;бесплатно;18678,89;6534,1037;19143;86451;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;грунтовое;без освещения;да;нет;;;11962;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
11;6955;6955;VAO___131;сведения отсутствуют;Вешняковская ул. 37;бесплатно;20504,9155;5923,5765;3819;93164;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;грунтовое;без освещения;да;нет;;;12063;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;да;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
12;6957;6957;VAO___133;сведения отсутствуют;ул. Красный Казанец 3к4;бесплатно;19526,0875;6325,4794;11742;91884;площадка спортивная универсальная;;нет;временно не работает в связи с проведением капитального ремонта;грунтовое;без освещения;да;нет;;;12523;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;на площадке проводится капитальный ремонт в 2013 году
13;5255;5255;SVAO__176;"площадка спортивная универсальная ""Улица летчика Бабушкина 27""";ул. Летчика Бабушкина 27;бесплатно;11043,7465;22497,4013;1100;85920;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица летчика Бабушкина 27""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;14625;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
14;5261;5261;SVAO__182;"площадка спортивная универсальная ""Улица Менжинского 38к2""";ул. Менжинского 38к2;бесплатно;10143,1886;22735,2097;14201;86666;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица Менжинского 38к2""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;14753;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
15;5262;5262;SVAO__183;"площадка спортивная универсальная ""Улица Енисейская, 28к1""";Енисейская ул. 28к1;бесплатно;10637,3433;22770,8763;7482;85908;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица Енисейская, 28к1""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;14375;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
16;5249;5249;SVAO__170;"площадка спортивная универсальная ""Улица Радужная, 14к2""";Радужная ул. 14к2;бесплатно;10600,6783;21561,7119;21527;86670;площадка спортивная универсальная;"площадка спортивная универсальная ""Улица Радужная, 14к2""";нет;круглосуточно;грунтовое;без освещения;да;нет;;;15131;междворовые спортивные площадки;префектура;СВАО;Бабушкинский;нет;нет;нет;нет;нет;нет;нет;нет;1027716010850;"ГКУ ""ИС района Бабушкинский""";(495) 471-11-70;babushkinsky.svao.mos.ru;1840365@mail.ru;Внесены изменения;
57;4349;4349;DOGM__3757;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 672;Восточный / Перово / Зелёный просп. / Дом- 14;бесплатно;17823,8493;9242,1733;2122244;10233;площадка спортивная универсальная;площадка;нет;с 08:00 до 20:00 все дни;специальное;без освещения;да;нет;;;10233;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Перово;нет;нет;нет;нет;нет;нет;нет;нет;1037739364134;ГБОУ СОШ № 672, ДЮСШ № 57;(495) 306-54-20;www.sch672.ru;sch672adm@yandex.ru;;
58;4350;4350;DOGM__3758;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 672;Восточный / Перово / Зелёный просп. / Дом- 14;бесплатно;17823,8493;9242,1733;2122244;10233;площадка спортивная универсальная;площадка;нет;с 08:00 до 20:00 все дни;специальное;без освещения;да;нет;;;10233;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Перово;нет;нет;нет;нет;нет;нет;нет;нет;1037739364134;ГБОУ СОШ № 672, ДЮСШ № 57;(495) 306-54-20;www.sch672.ru;sch672adm@yandex.ru;;
59;4482;4482;DOGM__3890;Государственное бюджетное образовательное учреждение города Москвы Московская международная гимназия;Восточный / Перово / 3-я Владимирская ул. / Дом- 5;бесплатно;18110,9345;10642,6269;2122217;11631;площадка спортивная универсальная;;нет;8.30-20.00;специальное;без освещения;да;нет;;;11631;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Перово;нет;нет;нет;нет;нет;нет;нет;нет;1027739756340;ГБОУ ММГ;(495) 304-37-94;www.gymmg.mskobr.ru;mmg1509@mail.ru;;
60;7166;7166;VAO___342;дворовая площадка Зленый пр-кт, 11 А;Зеленый просп. 11А;бесплатно;17527,4872;9388,3683;8344;94151;площадка спортивная универсальная;Зеленый просп. 11А;нет;08.00-23.00;асфальтовое, бетонное;прожекторное освещение;нет;нет;;;15709;площадка спортивная универсальная;муниципалитет;ВАО;Перово;нет;да;нет;нет;нет;нет;нет;нет;1037789034733;"ООО ""Кириллица Управляющая Компания""";(499) 166-26-33;нет;kirillitsa_uk@mail.ru;добавлено;0
61;6826;6826;VAO___2;дворовая площадка ул. Новогиреевская, д. 25;Новогиреевская ул. 25;бесплатно;18837,8388;9961,5892;16478;102036;площадка спортивная универсальная;Новогиреевская ул. 25;нет;08.00-23.00;асфальтовое, бетонное;без освещения;нет;нет;;;16401;площадка спортивная универсальная;муниципалитет;ВАО;Перово;нет;нет;нет;нет;нет;нет;нет;нет;1037789034733;"ООО ""Кириллица Управляющая Компания""";(499) 166-26-33;нет;kirillitsa_uk@mail.ru;Подтверждено;0
26;2163;2163;DOGM__1571;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 892";Восточный / Вешняки / Реутовская ул. / Дом- 2А;бесплатно;21013,5876;8291,8611;2122238;10335;площадка спортивная универсальная;;нет;c 9.00-до20,00;искусственное;уличные столбы освещения;да;нет;;;10335;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739611954;ГБОУ СОШ№892;(495) 375-84-86;schz892.mskobr.ru;sch892@mail.ru;;
27;4416;4416;DOGM__3824;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 407;Восточный / Вешняки / Снайперская ул. / Дом- 4А;бесплатно;19691,725;6363,7873;2122241;10194;площадка спортивная универсальная;нет;нет;будни с 8:30 до 20:00;натуральное;уличные столбы освещения;да;нет;;;10194;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;да;нет;нет;да;да;нет;нет;1027739890309;ГБОУ СОШ № 407;(499) 374-24-07;schv407.mskobr.ru;shkola407@mail.ru;;
28;4155;4155;DOGM__3563;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 634;Восточный / Вешняки / Кетчерская ул. / Дом- 10А;бесплатно;20690,2452;8453,1064;2122245;10228;площадка спортивная универсальная;;нет;с 08-00 до 21-00;отсыпное;без освещения;да;нет;;;10228;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1037739360152;ГБОУ СОШ №634;(495) 375-94-83;sch634.mskobr.ru;shkola634@yandex.ru;;
29;1552;1552;DOGM__960;Государственное бюджетное образовательное учреждение города Москвы cредняя общеобразовательная школа № 402;Восточный / Вешняки / Косинская ул. / Дом- 10А;бесплатно;21149,2882;6395,6648;2122180;10188;площадка спортивная универсальная;гимнастическая;нет;нет;специальное;прожекторное освещение;нет;нет;;;10188;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739678856;СОШ № 402;(495) 375-59-11;www.s402.edusite.ru;s402veshn@yandex.ru;;
30;1858;1858;DOGM__1266;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";Восточный / Вешняки / Косинская ул. / Дом- 28А;бесплатно;20696,9608;5476,8496;2122237;12241;площадка спортивная универсальная;;нет;09.00-18.00;специальное;без освещения;да;нет;;;12241;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1127746723532;"ГБОУ гимназия № 1404 ""Гамма""";(499) 268-46-86;cov1404.edusite.ru;gamma1404@list.ru;;
31;4309;4309;DOGM__3717;Государственное бюджетное образовательное учреждение города Москвы cредняя общеобразовательная школа № 402;Восточный / Вешняки / Косинская ул. / Дом- 10А;бесплатно;21149,2882;6395,6648;2122180;10188;площадка спортивная универсальная;баскетбольная;нет;нет;специальное;прожекторное освещение;да;нет;;;10188;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739678856;СОШ № 402;(495) 375-59-11;www.s402.edusite.ru;s402veshn@yandex.ru;;
32;2198;2198;DOGM__1606;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810;Восточный / Вешняки / ул. Красный Казанец / Дом- 3А;бесплатно;19354,3;6413,3262;2122236;10289;площадка спортивная универсальная;;нет;8:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10289;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1037739319474;ГБОУ СОШ №810;(499) 374-12-60;sch810.mskobr.ru;schkola810@mail.ru;;
33;7205;7205;VAO___381;сведения отсутствуют;Вешняковская ул. 33;бесплатно;20649,3783;6177,3124;3817;93785;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;без освещения;да;нет;;;12035;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
34;7207;7207;VAO___383;сведения отсутствуют;ул. Красный Казанец 3к7;бесплатно;19194,5639;6461,6078;250004;91918;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;уличные столбы освещения;да;нет;;;12534;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
35;7213;7213;VAO___389;сведения отсутствуют;Вешняковская ул. 1к1;бесплатно;20116,9033;8115,5215;3769;86452;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;без освещения;да;нет;;;11962;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
36;7214;7214;VAO___390;сведения отсутствуют;ул. Старый Гай 6;бесплатно;20616,0407;8293,3218;24760;92540;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;без освещения;да;нет;;;12993;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
37;7225;7225;VAO___401;сведения отсутствуют;Косинская ул. 28к3;бесплатно;20566,9604;5551,307;11130;92011;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;прожекторное освещение;да;нет;;;12518;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
38;6936;6936;VAO___112;сведения отсутствуют;ул. Молдагуловой 3к2;бесплатно;20278,9609;6517,1704;14939;91919;площадка спортивная универсальная;;нет;ежедневно 07.00-22.00;отсыпное;прожекторное освещение;да;нет;;;12540;междворовые спортивные площадки;префектура;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027700522948;администрация муниципального округа Вешняки в городе Москве;(495) 770-09-42;www.veshnyaki.su;sport-dosug@inbox.ru;Внесены изменения;0
