0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
5;454;454;;;"Братеевская ул.  дом 23; корп. 4";бесплатно;16296,655;-3794,1834;3800867;;Автодром детский учебный;;Нет; будни с 18:00 до 22:00, выходные с 10:00 до 22:00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;дорожки велосипедные, беговые-прогулочные;Департамент образования города Москвы;ЮАО;Братеево;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027739363563;ГБОУ СОШ № 1034;(495) 342-84-00;schu1034.mskobr.ru;sch1034@sinergi.ru;;являеться учебным детским автодромом
6;2553;2553;;;Поклонная ул.  дом 16;бесплатно;1456,9225;7492,1165;2127879;;Автодром детский учебный;;Нет; будни с 10:00-20:00;асфальтовое, бетонное;без освещения;Нет;Нет;;;;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЗАО;Дорогомилово;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027739678570;"ГБОУ ЦРТДиЮ ""Киевский""";(499) 148-04-59;cdt-kievsky.mskzapad.ru;cdtkievsky@yandex.ru;;являеться учебным детским автодромом
7;3894;3894;;;"Большая Переяславская ул.  дом 1; Стр- 1";бесплатно;9058,5786;12594,6755;2126216;;Автодром детский учебный;;Нет; 15:00-22:00;асфальтовое, бетонное;уличные столбы освещения;Нет;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Мещанский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027739508774;ГБОУ СОШ № 1840;(495) 680-07-44;www.1840.ru;sch1840@ya.ru;;являеться учебным детским автодромом
8;1657;1657;;Автогородок;"ул. Маршала Тухачевского  дом 20; корп. 1";бесплатно;-1203,129;13045,3734;2114768;;Автодром детский учебный;Автогородок;Нет; 9:00-20:00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;автодромы;Департамент образования города Москвы;СЗАО;Хорошёво-Мневники;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1037739525273;"ГБОУ ДТДМ ""Хорошево""";(499) 192-91-59;www.dtdmhor.ru;cdth@szouo.ru;;являеться учебным детским автодромом
9;821;821;;;"Байкальская ул.  дом 28; корп. 3";бесплатно;19104,5751;16530,6843;2109316;;Автодром детский учебный;;Нет; пн-сб 10:00 до 19:00;асфальтовое, бетонное;без освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Гольяново;Нет;Нет;Нет;Нет;Да;Да;Нет;Нет;1117746350809;"ГБОУ ЦДОД ""Гольяново""";(495) 466-81-10;нет;нет;;являеться учебным детским автодромом
10;3500;3500;;;"Волоколамское шоссе  дом 112; корп. 3";бесплатно;-4677,0071;18152,9763;2113723;;Автодром детский учебный;;Нет; удни в отведенное учебное время;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;учреждения среднего профессионального образования;Департамент образования города Москвы;СЗАО;Покровское-Стрешнево;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1057746107308;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический техникум № 47 имени В.Г. Федорова (ГБОУ СПО ПТ № 47);(495) 491-45-67;k47.mskcollege.ru;47@prof.educom.ru;;являеться учебным детским автодромом
11;2199;2199;;;"Осташковская ул.  дом 30; корп. 2";бесплатно;11184,5473;25015,9849;2114132;;Автодром детский учебный;;Нет; Будни с 15-00 до 20-00, выходные с 9-00 до 21-00;асфальтовое, бетонное;смешанное освещение;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Северное Медведково;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1037739612503;ГБОУ ЦО № 951;(495) 475-09-00;www.co951sv.mskobr.ru;sch951@yandex.ru;;являеться учебным детским автодромом
12;530;530;;;"ул. Генерала Белова  дом 49; корп. 1";бесплатно;14426,6866;-6749,8787;2122852;;Автодром детский учебный;;Нет; будни: с 18:00 до 21:00, суббота с 10:00 до 17:00, воскресеньн с 10:00 до 15:00;асфальтовое, бетонное;без освещения;Нет;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Южное;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1037724065554;Государственное бюджетное образовательное учреждение города Москвы начальная общеобразовательная школа № 1771;(495) 399-38-65;schnu1771.mskobr.ru;sch1771@sinergi.ru;;являеться учебным детским автодромом
14;299;299;;;"Каширское шоссе  дом 116; корп. 3";бесплатно;13652,8984;-6690,2931;3801962;;Автодром детский учебный;;Нет; будни с 16:00 до 21:00, выходные с 12:00 до 21:00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Южное;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027739477556;ГБОУ СОШ №544;(495) 392-27-27;sch544.edusite.ru;sch544@sinergi.ru;;являеться учебным детским автодромом
15;1256;1256;;;Капотня, 3-й квартал  дом 24;бесплатно;18849,1999;-3440,5012;2129807;;Автодром детский учебный;;Нет; с 18.00 до 21.00, выходные с 10.00 до 21.00;асфальтовое, бетонное;без освещения;Нет;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Капотня;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1037700077403;"ГБОУ г. Москвы Центр образования ""Школа здоровья"" № 1858";(495) 355-00-00;www.1858@mail.ru;1858@mail.ru;;являеться учебным детским автодромом
16;3645;3645;;;"ул. Кошкина  дом 13; корп. 2";бесплатно;11092,0275;-2896,9434;3801950;;Автодром детский учебный;автогороок;Нет; будни с 15.00-21.00,выходные с 9.00-21.00;асфальтовое, бетонное;уличные столбы освещения;Нет;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Москворечье-Сабурово;Да;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1127747111777;ГБОУ СОШ № 982;(499) 323-00-19;schu982.mskobr.ru/novosti/vybor_cveta_shkol_noj_formy;sch982@sinergi.ru;;являеться учебным детским автодромом
17;1259;1259;;;ул. Перерва  дом 44;бесплатно;14942,2783;-1698,3061;2129873;;Автодром детский учебный;;Нет; ежедневно с 7:00 до 21:00;асфальтовое, бетонное;без освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027700501410;ГБОУ цо №1881;(499) 356-38-11;couv1881.mskobr.ru;ce1881@mail.ru;;являеться учебным детским автодромом
18;595;595;;ГБОУ ДООЦ;"Никулинская ул.  дом 5; корп. 3";бесплатно;-2639,0947;67,4532;3102568;;Автодром детский учебный;"Автогородок ""Москва""";Нет; с 8.00 до 20.00;асфальтовое, бетонное;прожекторное освещение;Да;Нет;;;;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЗАО;Тропарево-Никулино;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1077746154661;ГБОУ ДООЦ;(499) 792-03-01;dooc-bassein.mskzapad.ru;"goudooc@mail.ru; goudooc@gmail.com";;являеться учебным детским автодромом
19;1122;1122;;;"Ломоносовский просп.  дом 4; корп. 3";бесплатно;3291,687;2298,0342;2101144;;Автодром детский учебный;;Нет; с 8-30 до 18-00;специальное;уличные столбы освещения;Да;бесплатно;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Гагаринский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027700338654;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 120;(499) 134-40-17;sch120.mosuzedu.ru;school120@mail.ru;;являеться учебным детским автодромом
20;3694;3694;;;1-й Кожуховский пр.  дом 17;бесплатно;10411,5261;4587,1688;2124462;;Автодром детский учебный;;Нет; Будни: 17:00-20:00, выходные: 9:00-20:00;асфальтовое, бетонное;без освещения;Нет;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Даниловский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1127746700839;ГБОУ гимназия №1272;(495) 710-36-39;"www.cou1272.mskobr.ru; zo1272.edusite.ru";sch1272@sinergi.ru;;являеться учебным детским автодромом
21;1711;1711;;;2-я Фрунзенская ул.  дом 7А;бесплатно;5096,585;6143,3455;2121159;;Автодром детский учебный;;Нет; с 9:00 до 21:00;асфальтовое, бетонное;без освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Хамовники;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027700507042;ГБОУ СОШ № 171;(499) 242-45-58;schc171.mskobr.ru;sch171@mail.ru;;являеться учебным детским автодромом
22;628;628;;;Новорогожская ул.  дом 9;бесплатно;11447,8548;8436,9629;2130769;;Автодром детский учебный;;Нет; будни с 8:00-21:00, выходные с 8:00-21:00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Таганский;Нет;Нет;Нет;Нет;Нет;Да;Нет;Да;1037739437537;ГБОУ ЦО №1468;(495) 678-73-78;coc1468.mskobr.ru; tsentr1468@mail.ru;;являеться учебным детским автодромом
23;1705;1705;;;"ул. Климашкина  дом 13Б; Стр- 1";бесплатно;4477,0118;11188,6388;2116566;;Автодром детский учебный;;Нет; будние дни с 16.00 до 21.00, выходные с 12.00 до 21.00;асфальтовое, бетонное;без освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Пресненский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1037739309541;ГБОУ СОШ №96;(499) 252-31-24;www.sch96.ru;sch96sch@yandex.ru;;являеться учебным детским автодромом
24;1721;1721;;;"Скорняжный пер.  дом 3; Стр- 1";бесплатно;9038,5365;11847,0787;2109812;;Автодром детский учебный;;Нет; c 7:00 до 22:00 ежедневно;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Красносельский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1027739855714;ГБОУ СОШ №282;(495) 608-50-38;www.школа-282.рф;sch282@sch282.ru;;являеться учебным детским автодромом
31;3521;3521;;;Напольный пр.  дом 7;бесплатно;20758,174;10200,8239;2121815;;Автодром детский учебный;;Нет; будни с 9:00 до 20:00;асфальтовое, бетонное;прожекторное освещение;Да;Нет;;;;автодромы;Департамент образования города Москвы;ЦАО;Красносельский;Нет;Нет;Нет;Нет;Нет;Нет;Нет;Нет;1057708035417;ГБОУ СПО ЖК №52;(495) 680-34-21;k52.mskcollege.ru;52@prof.educom.ru;;являеться учебным детским автодромом
32;1845;1845;;"ГБОУ ДООЦ ""Истра""";"Климентовский пер.  дом 118; Стр- 1";бесплатно;8354,6094;8191,3547;;;Автодром детский учебный;трасса;Да; с 09:00 до 21:00;натуральное;смешанное освещение;Нет; 450м-200р. (дети), взрослым - 2000р. в час.;;;;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЦАО;Замоскворечье;Нет;Да;Да;Да;Да;Да;Нет;Да;1027739748805;"ГБОУ ДООЦ ""Истра""";(495) 747-07-06;istra.dop.mskobr.ru;istradooc@gmail.com;;являеться учебным детским автодромом
33;2986;2986;;;"ул. Генерала Глаголева  дом 28; корп. 2";бесплатно;-1875,5655;13429,7932;;;Автодром детский учебный;;Нет; будни с 7.00 до 19.00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;дошкольные учреждения;Департамент образования города Москвы;СЗАО;Хорошёво-Мневники;Нет;Нет;Нет;Да;Нет;Нет;Нет;Да;1097746581470;"ГБОУ детский сад № 586 ""Обыкновенное чудо""";(495) 947-06-80;нет;нет;;являеться учебным детским автодромом
34;3513;3513;;;Зеленоград, 8-й микрорайон  дом 858;бесплатно;-19610,8264;34746,2646;;;Автодром детский учебный;;Нет; с 9:00 до 19:00;асфальтовое, бетонное;уличные столбы освещения;Нет;Нет;;;;автодромы;Департамент образования города Москвы;ЗелАО;Крюково;Нет;Нет;Нет;Нет;Да;Нет;Нет;Да;1057735005680;ГБОУ СПО ТК № 49;(499) 732-92-88;нет;нет;;являеться учебным детским автодромом
35;424;424;;;"Лебедянская ул.  дом 26; корп. 4";бесплатно;11997,2819;-9344,065;2123165;;Автодром детский учебный;;Нет; по будням с 17.00 до 21.00;асфальтовое, бетонное;уличные столбы освещения;Да;Нет;;;;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Бирюлёво Восточное;Нет;Нет;Нет;Нет;Нет;Да;Нет;Нет;1027739271625;ГБОУ СОШ №948;(495) 329-17-11;www.sch948.edusite.ru;sch948@sinergi.ru;;являеться учебным детским автодромом
