0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
11;POINT (4183586.5775999986 7527677.324299999);7145.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Луч""";"ГБОУ ЦПМСС ""Луч""";127106, город Москва, улица Гостинничная, дом 8, корпус 1;5235.03412657;19849.9337085;2108950.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 745-44-80;http://luchsvao.ru
12;POINT (4163082.718199998 7500580.1215);4848.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Вера""";"ГБОУ ЦПМСС ""Вера""";121353, г.Москва, ул. Беловежская, д. 67;-6325.567725;4609.43793494;2127090.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;735-35-32;http://vera.mskzapad.ru
13;POINT (4175191.661699999 7517371.266800001);5922.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Зелёная ветка""";"ГБОУ ЦПМСС ""Зеленая ветка""";125252, г. Москва, ул. Новопесчаная, д. 26;511.524125;14056.0246005;26693.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(499) 195-99-93; (499) 198-90-01; (499) 740-63-11";http://www.zvetka.ru
14;POINT (4184785.590500001 7490700.771600001);6938.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Зюзино""";"ГБОУ ЦПМСС ""Зюзино""";117303, город Москва, ул. Болотниковская, дом 31;5937.27955;-962.01511404;;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499)794-24-70,(499) 794-24-70;http://cpmss-zuzino.ru/
15;POINT (4188866.481899999 7522844.969999999);7141.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Феникс""";"ГБОУ ЦПМСС ""Феникс""";129515, г. Москва, ул. Академика Королева, дом 5;8211.1626;17140.0914379;;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;683-13-06;http://cpmssfenix.com
16;POINT (4186108.7234000005 7516051.578000002);7148.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Поддержка""";"ГБОУ ЦПМСС ""Поддержка""";127055, г. Москва, улица  Новосущевская, дом 20;6664.06232434;13318.7831757;2103697.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 973-33-85;
17;POINT (4200673.681400001 7498520.986000001);6928.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Юго-Восток""";"ГБОУ ЦПМСС ""Юго-Восток""";109390, г. Москва, ул. Чистова,  д. 3Б;14905.732175;3469.07001345;2129551.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 176-91-05;http://www.goucpmss1.ru
18;POINT (4193447.157900002 7530470.972599998);7139.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Радинец""";"ГБОУ ЦПМСС ""Радинец""";129344, г. Москва, ул. Радужная, д. 5;10779.9184008;21428.3882246;2125324.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(499) 184-18-90; (499) 184-30-09";http://radinec.msk.ru
19;POINT (4185523.147999998 7533021.655299999);7149.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Северо-Восток""";"ГБОУ ЦПМСС ""Северо-Восток""";127566,г. Москва, ул. Римского-Корсакова, дом 10;6320.5163;22851.2873793;21803.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 201-04-76;http://s-vcentr.narod.ru/
20;POINT (4179554.713199999 7518598.569499999);8665.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Доверие""";"ГБОУ ЦПМСС ""Доверие""";125167, г. Москва, улица Красноармейская, дом 12;2969.5245;14746.9394196;11442.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;612-80-30;http://soudo.ru/udo13
21;POINT (4160066.3203999996 7487958.174400002);884.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Ново - Переделкино""";"ГБОУ ЦПМСС ""Ново-Переделкино""";119633, г.Москва, ул.Приречная, д. 7;-8042.277225;-2505.79023152;2112528.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;439-14-22;http://novo-peredelkino.mskzapad.ru
22;POINT (4178273.3444 7520069.4098000005);8664.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Лекотека""";"ГБОУ ЦПМСС ""Лекотека""";125319, г. Москва, ул. Часовая, д. 5а;2247.23059612;15573.3361574;28339.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(499) 152-02-51; (499) 152-42-24";http://www.lekoteka.edu.ru/
23;POINT (4174351.118900001 7492511.5358000025);849.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Раменки""";"ГБОУ ЦПМСС ""Раменки""";119607, г.Москва, Мичуринский проспект, д. 33, корп. 2;37.499947999999996;55.69399;2119502.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;932-93-20;http://www.ramenki.mskzapad.ru
24;POINT (4164862.6138000004 7511012.268200003);883.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Живые потоки""";"ГБОУ ЦПМСС ""Живые потоки""";121614, г.Москва, Осенний бульвар, д. 16, корп. 6;-5313.08075;10482.5074256;2126883.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;"(495) 413-94-91; (495) 413-11-15";http://zivie-potoki.mskzapad.ru
25;POINT (4177985.882100001 7494426.885300003);6953.0;"Государственное бюджетное образовательное учреждение города Москвы центр психолого-медико-социального сопровождения ""Юго-Запад""";"ГБОУ ЦПМСС ""Юго-Запад""";119313 Ленинский проспект, д. 89/2;2091.692825;1136.38370653;12929.0;;;;;Бюджетное;Образовательное учреждение для детей, нуждающихся в психолого-педагогической и медико-социальной помощи;Центр психолого-медико-социального сопровождения;(499) 132-89-31;http://www.center-uz.ru
