0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
5332;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2698                                                                                                                                                                         ;ГБОУ детский сад № 2698                                                                                                                                                                                                                                       ;119501 г.Москва, ул. Матвеевская, д. 4, корп. 5                                                                                                                                                                                                               ;-1599,132279;4371,531148;3103278;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 233-02-72                                                                                                                                                                                                                                               ;http://ds2698.mskzapad.ru                                                                                                                                                                                                                                     ;Западное окружное управление образования                                                                                                                                                                                                                      
5461;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1630                                                                                                                                                                         ;ГБОУ детский сад № 1630                                                                                                                                                                                                                                       ;124489, г.Москва, Зеленоград, корп. 711                                                                                                                                                                                                                       ;-16574,98574;35579,49434;2117107;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;"(499) 734-14-20; (499) 740-99-70                                                                                                                                                                                                                              ";http://s1630.zouo.ru/                                                                                                                                                                                                                                         ;Зеленоградское окружное управление образования                                                                                                                                                                                                                
5469;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2710                                                                                                                                                                         ;ГБОУ детский сад № 2710                                                                                                                                                                                                                                       ;127576, г.Москва, Алтуфьевское шоссе, д.87 ,корп.4                                                                                                                                                                                                            ;5385,133013;25115,34543;2307782;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 209-30-74                                                                                                                                                                                                                                               ;http://ds2710.mskobr.ru/                                                                                                                                                                                                                                      ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
5495;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2170                                                                                                                                                                         ;ГБОУ детский сад № 2170                                                                                                                                                                                                                                       ;129226, г.Москва, ул.Сельскохозяйственная, д.13                                                                                                                                                                                                               ;8838,613701;18811,13279;2124865;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 181-15-74                                                                                                                                                                                                                                               ;http://gbou2170@yandex.ru                                                                                                                                                                                                                                     ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
5503;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2697                                                                                                                                                                         ;ГБОУ детский сад № 2697                                                                                                                                                                                                                                       ;129348, город Москва, Ярославское шоссе, дом 26 Б, строение 2                                                                                                                                                                                                 ;12336,79625;20657,24948;2306235;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 188-50-10                                                                                                                                                                                                                                               ;http://ds2697.mskobr.ru                                                                                                                                                                                                                                       ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
5844;Государственное бюджетное образовательное учреждение города Москвы детский сад № 629                                                                                                                                                                          ;ГБОУ детский сад № 629                                                                                                                                                                                                                                        ;119421, г.Москва, ул. Обручева, д.26А                                                                                                                                                                                                                         ;1066,439176;-1072,836063;2102767;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(495) 936-62-75                                                                                                                                                                                                                                               ;http://mosuzedu.ru/orgs/org.html?id=568                                                                                                                                                                                                                       ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
5896;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2084                                                                                                                                                                         ;ГБОУ детский сад № 2084                                                                                                                                                                                                                                       ;125445, г. Москва, Смольная улица, дом 61А                                                                                                                                                                                                                    ;-1699,851325;22479,29767;2112079;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;457-70-31                                                                                                                                                                                                                                                     ;http://dd26.ruclass.ru                                                                                                                                                                                                                                        ;Северное окружное управление образования                                                                                                                                                                                                                      
5902;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2690                                                                                                                                                                         ;ГБОУ детский сад № 2690                                                                                                                                                                                                                                       ;117449, г.Москва, ул. Дмитрия Ульянова, дом 25, корпус 2                                                                                                                                                                                                      ;5173,343075;2208,221118;2803153;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(499) 789-01-54                                                                                                                                                                                                                                               ;http://www.detsad2690.ru                                                                                                                                                                                                                                      ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
5943;Государственное бюджетное образовательное учреждение города Москвы детский сад № 1939                                                                                                                                                                         ;ГБОУ Детский сад № 1939                                                                                                                                                                                                                                       ;109544 г. Москва, ул. Вековая, д.10.                                                                                                                                                                                                                          ;10961,91348;8473,295911;2130850;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;678-25-13                                                                                                                                                                                                                                                     ;                                                                                                                                                                                                                                                              ;Центральное окружное управление образования                                                                                                                                                                                                                   
6013;Государственное бюджетное образовательное учреждение города Москвы детский сад № 35                                                                                                                                                                           ;ГБОУ детский сад № 35                                                                                                                                                                                                                                         ;107150,г.Москва,3-й проезд Подбельского,дом 20                                                                                                                                                                                                                ;14013,5996;16745,23075;2600017;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;"(499) 160-28-00; (499) 160-28-34                                                                                                                                                                                                                              ";http://dsv35.mskobr.ru                                                                                                                                                                                                                                        ;Восточное окружное управление образования                                                                                                                                                                                                                     
6017;Государственное бюджетное образовательное учреждение города Москвы детский сад № 75                                                                                                                                                                           ;ГБОУ детский сад № 75                                                                                                                                                                                                                                         ;107370, город Москва,Открытое шоссе, дом 6                                                                                                                                                                                                                    ;14680,81515;15989,19347;2109256;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;168-35-33                                                                                                                                                                                                                                                     ;http://www.ds75.mskobr.ru                                                                                                                                                                                                                                     ;Восточное окружное управление образования                                                                                                                                                                                                                     
6019;Государственное бюджетное образовательное учреждение города Москвы детский сад № 118                                                                                                                                                                          ;ГБОУ детский сад № 118                                                                                                                                                                                                                                        ;105318,г. Москва,ул. Ибрагимова,д. 5А                                                                                                                                                                                                                         ;14580,75674;12605,73427;8541;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;365-37-66                                                                                                                                                                                                                                                     ;http://www.ds118.mskobr.ru                                                                                                                                                                                                                                    ;Восточное окружное управление образования                                                                                                                                                                                                                     
6053;Государственное бюджетное образовательное учреждение города Москвы детский сад № 843                                                                                                                                                                          ;ГБОУ детский сад № 843                                                                                                                                                                                                                                        ;111123,город Москва, улица Новогиреевская, дом 6                                                                                                                                                                                                              ;18352,99097;10749,06728;2504321;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад                                                                                                                                                                                                                                                   ;(495) 672-09-61                                                                                                                                                                                                                                               ;http://www.ds843.mskobr.ru                                                                                                                                                                                                                                    ;Восточное окружное управление образования                                                                                                                                                                                                                     
