0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
30;30;;;"Интерактивный тир-магазин ""Тирекс"" в ТРЦ ""Филион""
";" Багратионовский проезд, 5
";"22 выстрела 200 рублей
";582,5445;8543,8827;;;"Стрелковый тир
";нет данных;да;"10:00-22:00
";"специальное
";"смешанное освещение
";нет;нет;;;;"стрелковые стенды, стрельбища, тиры
";частная;ЗАО;Филёвский парк;да;да;да;да;да;да;да;нет;нет данных;нет данных;"(926) 223-85-22
";http://www.tirexclub.ru/;89262238522@mail.ru;нет данных;
31;31;;;"Учебно-спортивный центр Останкино ДОСААФ России
";"Большая Марфинская улица, д. 7-А
";"150 рублей 20 выстрелов
";5926,9973;18052,2421;;;"Стрелковый тир
";"Стрелковый тир
";да;"10:00-22:00
";"специальное
";"смешанное освещение
";"Нет
";"Нет
";;;;"стрелковые стенды, стрельбища, тиры
";частная;"СВАО
";"Марфино
";да;да;нет;нет;да;нет;нет;нет;"нет данных
";"нет данных
";"(495) 619-99-12
";http://sportclub-ostankino.ru/;нет данных;нет данных;
32;32;;;"ХАНТЕР
";"Волоколамское шоссе, д. 86
";нет данных;-3352,2931;17277,7592;;;стрелковый тир;стрелковый тир;да;"10:00-22:00
";специальное;"смешанное освещение
";нет;нет;;;;"стрелковые стенды, стрельбища, тиры
";"частная
";"СЗАО
";"Покровское-Стрешнево
";да;да;нет;да;да;да;нет;нет;нет данных;нет данных;"(495) 491-10-10
";http://www.1tir.ru/;1tir@bk.ru  ;нет данных;
33;33;;;"Стрелковый клуб ""Выстрел""
";"Сельскохозяйственная улица, дом  20, корп.3
";нет данных;9060,1523;19089,0288;;;Стрелковый тир;стрелковый тир;"Да
";"10:00-22:00
";специальное;"смешанное освещение
";"Нет
";нет;;;;"стрелковые стенды, стрельбища, тиры
";"частная
";СВАО;"Ростокино
";да;да;нет;да;да;да;нет;нет;нет данных;нет данных;"(499) 553-08-98
";"http://tirmsk.ru/
";info@tirmsk.ru;нет данных;
34;34;;;" ССК военно-охотничьего общества
";"улица Головачёва, дом 31, стр. 9
";нет данных;20427,2673;1219,3056;;;"Стрелковый тир
";"Стрелковый тир
";да;"10:00-22:00
";специальное;"смешанное освещение
";нет;нет;;;;"стрелковые стенды, стрельбища, тиры
";"частная
";"ЮВАО
";"Люблино
";да;да;нет;да;да;да;нет;да;нет данных;нет данных;"(495) 377-20-02
";http://www.sskvoo.ru/;CCKBOO@MAIL.RU;нет данных;
35;35;;;"Тир на Варшавке
";"Варшавское шоссе владение 14 стр.3
";"нет данных
";7491,4902;3252,8174;;;"Стрелковый тир
";"Стрелковый тир
";да;"10-00 - 21-00
";"специальное
";"смешанное освещение
";"Нет
";"Нет
";;;;"стрелковые стенды, стрельбища, тиры
";"частная
";"ЮАО
";"Донской
";да;да;нет;нет;да;нет;нет;нет;нет данных;нет данных;"(903) 001-01-02
";http://pristrelka.com/;нет данных;нет данных;
39;39;;;Академия Федеральной Пограничной Службы РФ;"Ленинградский просп. 33
";"нет данных
";3663,2339;13414,2404;;;"стрелковый тир
";;"нет
";"9.00-17.00
";"искусственное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"общеобразовательные учреждения
";"Федеральная
";"САО
";"Беговой
";"нет
";да;"нет
";"нет
";да;"нет
";"нет
";да;"1037700183322
";Федеральная служба безопасности ФСБ России Российской Федерации (федеральная служба);"(495) 257-11-92
";"http://bgafss/ru
";"bgafss@bk/ru
";;
17;684;684;DOGM__92;Государственное бюджетное образовательное учреждение города Москвы центр образования № 166; Алтуфьевское шоссе, дом 97, корп. 3;бесплатно;5361,8556;26337,8782;2108893;9942;стрелковый тир;стрелковый тир;нет;12.00-18.00;асфальтовое, бетонное;лампы дневного освещения;да;нет;;;9942;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лианозово;нет;нет;нет;нет;нет;нет;нет;нет;1027700477199;ГБОУ ЦО №166;(499) 200-06-15;co166sv.mskobr.ru;sch166m@yandex.ru;нет данных;
1;439;439;DK____123;"стрелковый клуб ""Девять ярдов""";Народный пр-т, д.17;"300 руб./час прокат лука или арбалета; 500 руб./час прокат 18-ти метровой дорожки";16316,2974;12976,0058;0;0;стрелковый тир;пневматический и арбалетно лучный тир (у Колеса обозрения-40);да;ср., чт., птн. С 12:00 до 20:00, выходные с 11:00 до 21:00;деревянное;лампы дневного освещения;нет;"100 руб. - 10 выстрелов из пневматического оружия; 150руб. - 6 выстрелов из арбалета (лука) на дистанции 10 метров";;;0;стрелковые стенды, стрельбища, тиры;Департамент культуры города Москвы;ВАО;Измайлово;нет;да;нет;нет;нет;да;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
15;535;535;DK____219;тир ПКиО Кузьминки;Кузьминский парк, д.1 стр.2;150;16893,7134;3157,9362;;0;стрелковый тир;стрелковый тир;нет;10:00-21:00;асфальтовое, бетонное;лампы дневного освещения;нет;нет;;;0;досуговые центры;Департамент культуры города Москвы;ЮВАО;Кузьминки;нет;нет;нет;нет;нет;нет;нет;нет;1027739424514;ГАУК г.Москвы «Парк культуры и отдыха «Кузьминки»;(499) 175-33-69;www.kuzminky.ru;kyzay07@yandex.ru;Подтверждено;
16;623;623;DOGM__31;Государственное бюджетное образовательное учреждение города Москвы лицей №1158;мкр. Северное Чертаново, корп. 809;бесплатно;6176,001;-3585,1073;2118651;12213;стрелковый тир;;нет;будни с 8.30 до 21.00, выходные с 9.00 до 21.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;12213;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Чертаново Северное;нет;нет;нет;нет;нет;нет;нет;нет;1127746764771;ГБОУ лицей 1158;(495) 319-34-50;1158.рф;sch1158@sinergi.ru;;
27;27;;;"Стрелковый клуб ""Лабиринт""
";"Кутузовский проспект, дом 12, строение 1
";600рублей в час;3795,6509;9370,4427;;;"Стрелковый тир
";стрелковый тир;да;"10:00-22:00
";специальное;"смешанное освещение
";нет;нет;;;;"стрелковые стенды, стрельбища, тиры
";частная;"ЗАО
";"Дорогомилово
";да;да;нет;нет;да;нет;нет;нет;нет данных;нет данных;"(495) 646-16-45
";"http://strelclub.ru/
";"info@strelclub.ru 
";нет данных;
28;28;;;"Интерактивный тир-магазин ""Тирекс"" в ТРЦ ""Гагаринский""
";"ул. Вавилова, дом 3
";"21 выстрелов 200 р.
";5849,88;4439,9225;;;"стрелковые стенды, стрельбища, тиры
";стрелковый тир;да;"10:00-22:00
";Специальное;"смешанное освещение
";"Нет
";"Нет
";;;;"стрелковые стенды, стрельбища, тиры
";частная;"ЮЗАО
";"Гагаринский
";да;да;да;да;да;да;да;нет;нет данных;нет данных;"(926) 223-85-22
";"http://www.tirexclub.ru/
";89262238522@mail.ru;нет данных;
29;29;;;"Интерактивный тир-магазин ""Тирекс"" в ТРЦ ""РИО"" 
";"ул. Большая Черемушкинская, д.1
";"20 выстрелов 200 рублей
";6540,7085;2512,429;;;Стрелковый тир;Стрелковый тир;да;"10:00-22:00
";специальное;"смешанное освещение
";"Нет
";нет;;;;"стрелковые стенды, стрельбища, тиры
";частная;"ЮАО
";"Донской
";да;да;да;да;да;да;да;нет;"нет данных
";"нет данных
";"(926) 223-85-22
";"http://www.tirexclub.ru/
";89262238522@mail.ru;нет данных;
2;477;477;DK____161;"стрелковый клуб ""Девять ярдов""";Народный пр-т, д.17;"300 руб./час прокат лука или арбалета; 500 руб./час прокат 18-ти метровой дорожки";12097,7249;8347,9601;;0;стрелковый тир;"пневматический и арбалетно лучный тир (у площадки аттракционов ""Забава"")";да;ср., чт., птн. С 12:00 до 20:00, выходные с 11:00 до 21:00;деревянное;лампы дневного освещения;нет;"100 руб. - 10 выстрелов из пневматического оружия; 150руб. - 6 выстрелов из арбалета (лука) на дистанции 10 метров";;;0;стрелковые стенды, стрельбища, тиры;Департамент культуры города Москвы;ВАО;Измайлово;нет;да;нет;нет;нет;да;нет;нет;1037739542719;"ГАУК г. Москвы ""Измайловский ПКиО""";(499) 166-61-19;www.izmailovsky-park.ru;izmpark@mail.ru;Подтверждено;
3;550;550;DK____234;"ПКиО ""Фили""";ул. Большая Филевская, д.22;5 руб./выстрел;-1521,9555;8308,4031;;0;стрелковый тир;стрелковый тир;нет;11.00-20.00;специальное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ЗАО;Филёвский Парк;нет;нет;нет;нет;нет;нет;нет;нет;1037739444060;"ГАУК г. Москвы ""ПКиО ""Фили""";(499) 145-45-05;parkfili.com;info@parkfili.com;Подтверждено;
4;2661;2661;DOGM__2069;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 762; Норильская ул., дом 4;бесплатно;12405,9397;23271,6746;2125005;9887;стрелковый тир;;нет;будни с 15-00 до 18-00;асфальтовое, бетонное;смешанное освещение;да;нет;;;9887;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;да;нет;нет;нет;нет;нет;нет;1027739711636;ГБОУ СОШ № 762;(495) 474-79-24;sch762.svao.mskobr.ru;sch762@yandex.ru;нет данных;
5;3617;3617;DOGM__3025;Государственное бюджетное образовательное учреждение города Москвы лицей № 1564; ул. Генерала Белобородова, дом 22;бесплатно;-9034,8265;18395,5703;3301752;12221;стрелковый тир;стрелковый тир;нет;будни и выходные с 9:00 до 21:00;отсыпное;уличные столбы освещения;да;нет;;;12221;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1127746707440;ГБОУ лицей № 1564;(495) 505-97-41;lic1564.narod.ru;info@lic1564.ru;нет данных;
6;5489;5489;SVAO__410;"стрелковый тир "" ул. Бибиревская д.6 к.1""";ул. Бибиревская д.6 к.1;бесплатно;6335,656;23745,2839;;0;стрелковый тир;"стрелковый тир "" ул. Бибиревская д.6 к.1""";нет;14.00-18.00;асфальтовое, бетонное;лампы дневного освещения;да;нет;55.88029;37.59922;0;учреждения начального профессионального образования;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;да;да;нет;да;нет;нет;да;1057715046091;Политехнический колледж №13;(495) 900-89-55;www.pk13.ru;13@prof.edukom.ru;Внесены изменения;Неправильно указан адрес, изменена длина
7;2460;2460;DOGM__1868;"Государственное бюджетное образовательное учреждение города Москвы центр творческого развития и гуманитарного образования ""Дар""";"Западный / Солнцево / Боровское шоссе / Дом- 2; Стр- 78";бесплатно;-311,953;3290,1779;3100933;0;стрелковый тир;стрелковый тир;нет;с 15:00 до 20:00;искусственное;лампы дневного освещения;да;нет;;;0;учреждения (центры) дополнительного образования;сведения отсутствуют;ЗАО;Раменки;нет;да;да;нет;да;нет;нет;нет;1027739350803;"ГБОУ ЦТРиГО ""Дар""";(495) 931-42-27;www.ctr-dar.ru;ctrigo.dar@mail.ru;;
8;802;802;DOGM__210;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1329;Западный / Тропарево-Никулино / Никулинская ул. / Дом- 10;бесплатно;-2093,0007;216,7327;3102271;5149;стрелковый тир;;нет;учебные часы;специальное;лампы дневного освещения;да;нет;;;5149;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Тропарёво-Никулино;нет;нет;нет;да;нет;нет;нет;да;1047796688004;ГБОУ ЦО № 1329;(495) 651-35-98;co1329.mskzapad.ru;info@sch1329.ru;;
