0_Код;1_Название;1_Адрес;0_Признак закрытого ЛПУ;0_Полное наименование согласно документам;1_Краткое наименование;0_Причина закрытия;0_Дата закрытия;0_Дата повторного открытия после закрытия;1_Административный округ по территориальной принадлежности;1_Главное ЛПУ;1_Руководитель;0_Пол руководителя;1_Должность руководителя;1_Телефон руководителя;1_Общий телефон;0_факс;0_Доп информация;0_X;0_Y
813;Психоневрологический диспансер № 11;109029, город Москва, Средняя Калитниковская улица, дом 29; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 11 Департамента здравоохранения города Москвы»;ПНД № 11; ;;;ЮВАО;ПБ № 13;Дьякова Надежда Васильевна;женский;Главный врач;(495) 911-17-34;(495) 670-85-21; ; ;12010,4591;7612,0921
655;Психоневрологический диспансер № 15;101000, город Москва, Армянский переулок, дом 3/5, строение 4; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 15 Департамента здравоохранения города Москвы»;ПНД № 15; ;;;ВАО;Психиатрическая больница № 3 им. В.А.Гиляровского;Качнова Наталия Алексеевна;женский;Главный врач;(495) 628-74-18;(495) 268-89-76; ; ;8590,1786;10452,8155
569;Психоневрологический диспансер № 17;125362, город Москва, Свободы улица, дом 24, корпус 9; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 17 Департамента здравоохранения города Москвы»;ПНД № 17; ;;;ВАО;ПКБ № 4 им. П.Б. Ганнушкина;Бычкова Лидия Ивановна;женский;Главный врач;(495) 963-02-31;(495) 963-09-02; ; ;-2749,8317;18614,2273
368;Психоневрологический диспансер № 22;124617, город Зеленоград,  , дом , корпус 1460; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 22 Департамента здравоохранения города Москвы»;ПНД № 22; ;;;ЗелАО; ;Перевертов Алексей Альбертович;мужской;Главный врач;(499) 717-03-31;(499) 735-05-26; ; ;-20873,4304;35413,2323
659;Противотуберкулезный диспансер № 7;105005, город Москва, Радио улица, дом 18; ;Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 7 Департамента здравоохранения города Москвы»;ПТД № 7; ;;;ДЗ;МГНПЦ БсТ;Александрова Марина Тимофеевна;женский;Главный врач;(499) 267-84-01;(499) 268-22-50; ; ;11457,5451;10678,4361
80;Противотуберкулезный клинический диспансер № 21;111399, город Москва, Металлургов улица, дом 37; ;Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный клинический диспансер № 21 Департамента здравоохранения города Москвы»;ПТКД № 21; ;;;ДЗ;МГНПЦ БсТ;Сухорукова Инна Сергеевна;женский;Главный врач;(495) 304-02-02;(495) 304-98-54; ; ;18903,8992;10532,8498
75;Психоневрологический диспансер № 12;111020, город Москва, Юрьевский переулок, дом 20; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 12 Департамента здравоохранения города Москвы»;ПНД № 12; ;;;ЮВАО;ПБ № 13;Шмакова Людмила Ивановна;женский;Главный врач;(495) 360-91-04;(495) 360-65-25; ; ;13780,1516;10847,0104
584;Врачебно-физкультурный диспансер № 11;127055, город Москва, Новослободская улица, дом 54/56; ;Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 11 Департамента здравоохранения города Москвы»;ВФД № 11; ;;;ДЗ;МНПЦ МРВиСМ ДЗМ;Лещинская Ада Евгеньевна;женский;Главный врач;(499) 978-62-92;(499) 978-59-32; ; ;5947,9915;13523,1373
531;Врачебно-физкультурный диспансер № 19;123060, город Москва, Рыбалко Маршала улица, дом 9; ;Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 19 Департамента здравоохранения города Москвы»;ВФД № 19; ;;;ДЗ;МНПЦ МРВиСМ ДЗМ;Соболев Анатолий Михайлович;мужской;Главный врач;(499) 194-33-10;(499) 194-09-75; ; ;-497,2074;14511,7187
4;Врачебно-физкультурный диспансер № 4;107076, город Москва, Атарбекова улица, дом 3; ;Государственное бюджетное учреждение здравоохранения города Москвы «Врачебно-физкультурный диспансер № 4 Департамента здравоохранения города Москвы;ВФД № 4; ;;;ДЗ;МНПЦ МРВиСМ ДЗМ;Самохин Александр Владимирович;мужской;Главный врач;(495) 963-09-57;(495) 917-11-64; ; ;13014,4957;14506,7182
571;Противотуберкулезный диспансер № 13;123182, город Москва, Щукинская улица, дом 38; ;Государственное казенное учреждение здравоохранения города Москвы «Противотуберкулезный диспансер № 13 Департамента здравоохранения города Москвы»;ПТД № 13; ;;;ДЗ;МГНПЦ БсТ;Миядина Раиса Гвидоновна;женский;Главный врач;(499) 190-01-56;(499) 268-22-50; ; ;-1839,3574;15846,2337
76;Психоневрологический диспансер № 8;107258, город Москва, Игральная улица, дом 8; ;Государственное казенное учреждение здравоохранения города Москвы «Психоневрологический диспансер № 8 Департамента здравоохранения города Москвы»;ПНД № 8; ;;;ВАО;Психиатрическая больница № 3 им. В.А.Гиляровского;Грудочкина Ирина Витальевна;женский;Главный врач;(499) 169-40-00;(499) 268-89-76; ; ;13534,5502;16450,1875
