0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
72;POINT (4185990.6171999983 7503277.891900003);7394.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1496;ГБОУ ЦО № 1496;119049 г.Москва, Ленинский прспект, д.13а;6608.1376;6129.27374949;2103069.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 237-29-81;http://www.ds281.mskobr.ru
73;POINT (4192721.829599999 7500527.797499999);9313.0;Государственное бюджетное образовательное учреждение города Москвы гимназия №1272;ГБОУ гимназия № 1272;115280,г. Москва,1-й Кожуховский пр. д.17;10411.5260798;4587.1687933;2124462.0;;;;;Бюджетное;Общеобразовательное учреждение;Гимназия;710-36-43;http://dou131.ru
74;POINT (4160526.7875000015 7526936.958800003);9324.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1425;ГБОУ СОШ № 1425;125464, г. Москва, ул. Митинская, д.14;-7741.889375;19438.4205986;3305177.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 948-8405, (495) 949-6642;http://www.co1425.mskobr.ru
75;POINT (4204079.070300002 7487071.160700001);9304.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским)компонентом образования № 998;ГБОУ СОШ № 998;115408 г. Москва,Борисовские пруды,д.36,к.2;16853.908225;-2982.28894233;2123170.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 342-96-94; (495) 342-04-56";http://www.dou1579.edusite.ru
76;POINT (4137734.852000002 7553074.7880000025);9317.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №2045;ГБОУ СОШ № 2045;124365, г. Москва, Зеленоград, корп. 2031;-20498.437775;34134.4206989;3701781.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 729-20-90;http://d2654.zouo.ru
77;POINT (4169564.7555 7503504.784000002);9318.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №97;ГБОУ СОШ № 97;Ватутина ул., 12к 3;-2664.1314;6253.23074759;2126902.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 445-06-64;http://ds799.mskzapad.ru
78;POINT (4207488.5594 7485098.043200001);6553.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования ""Школа здоровья"" № 1858";ГБОУ ЦО № 1858;109649, г. Москва, Капотня, 5-й квартал, дом 29;18787.325;-4088.39758433;2700038.0;;;;;Бюджетное;Общеобразовательное учреждение;"Центр образования ""Школа Здоровья""";(495) 355-84-47;http://co1858.ru
79;POINT (4174350.951200001 7492511.718999997);6740.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1619 имени М.И. Цветаевой;ГБОУ ЦО № 1619;123458, г. Москва, ул. Таллинская, д. 20, корп. 4;37.405063999999996;55.79729;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;758-10-72;-
80;POINT (4175519.660500001 7492390.498099998);5436.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1488;ГБОУ ЦО № 1488;119415  г.Москва, Ленинский проспект, д.132;698.0651;-12.54976396;2111661.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;432-87-62;http://co1488.mskzapad.ru
81;POINT (4184576.634300001 7531552.600699998);5442.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1491;ГБОУ ЦО № 1491;127562, город Москва, улица  Каргопольская, дом 13, корпус 2;5789.334175;22026.1428913;2103771.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 903-77-32;http://co1491.svao.mskobr.ru
82;POINT (4174351.2676 7492511.250399999);5480.0;Государственное бюджетное образовательное учреждение города Москвы Центр образования № 1456;ГБОУ ЦО № 1456;117623, г.Москва, ул. 3-я Железногорская, дом 11А;37.583959;55.532962999999995;48592.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;712-79-98;http://co1456.mosuzedu.ru
83;POINT (4200723.7727999985 7497911.2272000015);6381.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 475;ГБОУ СОШ № 475;109390, г. Москва, ул. Люблинская, д. 45;14935.1898;3125.47013311;2129872.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 178-60-88;http://schuv475.mskobr.ru
84;POINT (4174351.2003999986 7492511.518100001);6482.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 187;ГБОУ СОШ № 187;119261, г. Москва, Ломоносовский проспект, дом 3 А;37.546046;55.683971;13374.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;138-48-81;http://187.3dn.ru
85;POINT (4174351.607999999 7492511.482299998);6593.0;Государственное бюджетное образовательное учреждение города Москвы  центр образования № 1989;ГБОУ ЦО № 1989;109451, г. Москва, ул. Белореченская, д. 45, к. 2;37.776444999999995;55.663753;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(495) 654-96-27; (495) 654-96-25";http://couv1989.mskobr.ru
86;POINT (4186247.282200001 7491126.544399999);6440.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 5;ГБОУ СОШ № 5;117638, г. Москва, улица Сивашская, дом 2, корпус 1;6763.379;-720.62797693;2800276.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 317-90-81;http://shkola5.ucoz.org
87;POINT (4202659.763700001 7501543.806100003);6528.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1421;ГБОУ ЦО № 1421;109117, г. Москва, Васильцовский стан, д. 4;16021.3595;5176.44415616;2707720.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 501-09-18;http://co1421.uvao.mskobr.ru
88;POINT (4204256.855999999 7491757.539999999);6534.0;Государственное бюджетное образовательное учреждение города Москвы   центр образования № 1423;ГБОУ ЦО № 1423;109451, г. Москва, Перервинский бульвар, д.5, корп. 3;16944.3177271;-337.39772735;2706115.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;658-58-88;http://www.co1423.uvao.mskobr.ru
89;POINT (4163642.655299999 7520142.998999998);6658.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова;ГБОУ СОШ № 86;123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3;-5993.778200000001;15618.5639834;2114740.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 750-00-47;http://schsz86.mskobr.ru/
90;POINT (4174350.9442999996 7492511.7184000015);6697.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1155;ГБОУ СОШ № 1155;123458, г.Москва, ул.Таллинская, д.16, корп.4;37.401209;55.797019;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;756-62-90;http://sch1155.mskobr.ru
91;POINT (4180087.9398000017 7469406.601999998);6706.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1863;ГБОУ ЦО № 1863;117042, г. Москва, улица Поляны, дом 31А;3289.74073541;-12995.457039;2134410.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;716-80-45;http://www.center1863.msk.ru
92;POINT (4175349.670400001 7467472.580600001);6637.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1492;ГБОУ ЦО № 1492;117041, г.Москва, ул. Адмирала Лазарева, д.62, корп.2;603.38715793;-14090.8611776;2900420.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;714-03-36;http://1492co.mosuzedu.ru/
93;POINT (4174351.286200002 7492511.631800003);6858.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (грузинским) компонентом образования № 1331;ГБОУ СОШ № 1331;121002 г.Москва, Сивцев Вражек пер., д.18;37.594482;55.748143;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с этнокультурным (национальным) компонентом образования;"(499) 978-97-58; (499) 973-56-55; (499) 978-70-58";http://www.school1331.ru
94;POINT (4174351.4125000015 7492511.661399998);6863.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1480;ГБОУ ЦО № 1480;105064 г.Москва, Гороховский пер., д.10, стр.1;37.665929999999996;55.764759;2116363.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;(499) 261-43-26;http://coc1480.mskobr.ru
95;POINT (4190368.0731999986 7526053.523199998);7062.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 306";"ГБОУ СОШ ""Школа здоровья"" № 306";129226, г. Москва, ул. Сельскохозяйственная, д. 20, кор.1;9052.97139562;18944.1728009;2200412.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";(499) 181-41-14;http://schz306.svao.mskobr.ru
96;POINT (4183795.4470000006 7539217.511100002);7087.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 166;ГБОУ ЦО № 166;127572 г. Москва, Алтуфьевское шоссе, дом 97, корпус 3;5344.8217;26325.3612088;2108893.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 200-06-15; (499) 200-52-70";http://co166.svao.mskobr.ru
97;POINT (4138501.0879999995 7555865.219700001);7488.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1692;ГБОУ СОШ № 1692;124575, г. Москва, Зеленоград, корп. 1016;-20061.362;35693.8685283;2106502.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 731-49-50;http://schzg1692.mskobr.ru
98;POINT (4218510.5165 7501558.167099997);7495.0;Государственное бюджетное образовательнoе учреждение города Москвы центр образования № 1495;ГБОУ ЦО № 1495;111674, г.Москва, ул. Святоозерская, д. 17;24970.9694025;5226.27880335;2403750.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 721-52-04; (499) 721-52-05";http://www.co1495.edusite.ru
99;POINT (4174350.6075999998 7492512.0896999985);8344.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 804;ГБОУ СОШ № 804;124482, г. Москва, Зеленоград, корп. 163;37.210913;56.006381;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 734-11-36; (499) 734-89-84; (499) 735-62-12; (499) 736-82-80";http://s804.ru/
100;POINT (4184996.9301999994 7476733.597400002);2438.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 629;ГБОУ СОШ № 629;117405 Москва, Варшавское ш. д.156 Б;6067.4124;-8849.28355988;2107279.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 386-12-59;http://sch629.ucoz.net
101;POINT (4190597.335900001 7510518.909500003);8503.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" №661";ГБОУ СОШ «Школа здоровья» №661;101000 г. Москва, ул. Покровка, д.10, стр.5;9200.1513;10210.8044614;2120336.0;;;;;Бюджетное;Общеобразовательное учреждение;"Средняя общеобразовательная школа ""Школа Здоровья""";624-77-66;http://1835.jino-net.ru/
102;POINT (4209893.587400001 7523074.894500002);8523.0;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка и музыки № 368 ""Лосиный остров"".";"ГБОУ СОШ № 368 ""Лосиный остров""";107065  Москва,  ул. Уссурийская, дом 12;20050.27545;17307.3640394;2114427.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа с углубленным изучением отдельных предметов;469-00-13;http://0368.ru
103;POINT (4181216.2918 7536835.705300003);8648.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1678 ""Восточное Дегунино""";"ГБОУ ЦО № 1678 ""Восточное Дегунино""";127591, г. Москва ул. Дубнинская, д. 46, кор. 2;3896.802475;24988.2085619;2109667.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;480-35-33;http://schools.keldysh.ru/co1678/index.html
104;POINT (4158038.2304 7527871.455799997);9326.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1747;ГБОУ СОШ № 1747;125368, г. Москва, 3-й Митинский переулок, д. 12, корп. 1;-9141.2535;19965.9608;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 751-90-20; (495) 741-41-61; (495) 794-09-44";http://www.dskvp2319.mskobr.ru
105;POINT (4195422.764699999 7519448.946800001);9401.0;"Государственное бюджетное образовательное учреждение города Москвы гимназия № 1404 ""Гамма""";"ГБОУ ЦО № 1404 ""Гамма""";107014, Москва,  ул. Большая Оленья,  д. 3;11907.965594;15239.9475049;;;;;;Бюджетное;Общеобразовательное учреждение;Гимназия;"(499) 269-02-19; (499) 268-46-80; (499) 269-02-96";-
106;POINT (4213725.4833 7505920.262000002);8751.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1925;ГБОУ ЦО № 1925;111673, г. Москва, ул. Новокосинская, д.13 А;22256.79185;7668.71522617;2401644.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;702-66-76;http://co1925.ru/
107;POINT (4170526.0502999984 7514984.477600001);9328.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 138;ГБОУ СОШ № 138;123154, г. Москва, ул. Генерала Глаголева, д. 10, корп. 2;-2118.1096000000002;12714.3791;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 199-27-22; (499) 199-09-79";http://sch160@szouo.ru
108;POINT (4181054.965300001 7491941.697700001);8739.0;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1948 ""Лингвист-М""";"ГБОУ ЦО № 1948 ""Лингвист-М""";117420, г.Москва, ул. Новочеремушкинская, дом 64, корпус 2;3827.34035801;-264.21323574;2108467.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;121-54-11;http://sch1948.ru
109;POINT (4181125.1125000007 7507883.627300002);9319.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1465 имени адмирала Н.Г. Кузнецова;ГБОУ СОШ №1465 Н.Г. Кузнецова;121059 г.Москва, ул. Брянская, д. 10;3859.3737;8719.6867;;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 243-59-11;http://dskvp821.mskzapad.ru
110;POINT (4213357.213199999 7498948.663400002);8884.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1457;ГБОУ ЦО № 1457;109145, г.Москва, Хвалынский бульвар, д. 4, корпус 4;22068.7069;3740.21457626;2700357.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;705-52-11;http://couv1457.mskobr.ru
111;POINT (4173719.084899999 7507728.633000001);8527.0;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497;ГБОУ ЦО № 1497;121309  г.Москва, ул.Барклая, дом 15,корп. 3;-318.8293;8630.88872505;7296.0;;;;;Бюджетное;Общеобразовательное учреждение;Центр образования;"(499) 142-41-26; (499) 142-40-32";http://ds152.mskzapad.ru
112;POINT (4176018.6882000007 7479014.201899998);5007.0;"Негосударственное общеобразовательное учреждение Православная гимназия ""Радонеж""";НОУ Православная гимназия Радонеж;117574 Одоевского проезд, 13;981.574725;-7564.33496982;3000269.0;;;;;Негосударственное;Общеобразовательное учреждение;Гимназия;(495) 423-51-22;
113;POINT (4177693.1077000014 7488839.179399997);2066.0;"Некоммерческое образовательное учреждение средняя общеобразовательная школа ""Наши Пенаты""";Некоммерческое образовательное учреждение СОШ Наши Пенаты;117485 Профсоюзная улица, 92;1927.5065000000002;-2015.92095706;21021.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 335-00-62,(495) 336-32-11;
114;POINT (4184507.892099999 7537125.0414);3785.0;Негосударственное общеобразовательное учреждение школа “Лотос”;НОУ СОШ “Лотос” ;127349 Шенкурский проезд, д. 5;5746.64153183;25152.4729112;2114155.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 909-57-74,(499) 909-95-36;
115;POINT (4206701.079300001 7502758.2126);3824.0;"Частное учреждение Центр образования ""Личность""";Частное учреждение ЦО Личность;109456 Паперника улица, д.6 корпус2;18300.3254371;5869.50461797;2128468.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 371-55-92,(495) 371-59-00,(495) 643-89-60;
116;POINT (4202091.110800002 7501088.517300002);3830.0;Негосударственное образовательное учреждение Школа «XXI век»;НОУ Школа «XXI век» ;109125 Волжский бульвар, квартал 95 к.2;15701.2;4918.76318396;2700456.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 918-19-11,918-17-74;
117;POINT (4172572.368900001 7520025.388099998);2024.0;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Ювенес""";НОУ СОШ Ювенес;123182 Сосновая улица, д.3;-963.979825;15548.2395916;2114852.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 193-91-47;
118;POINT (4188539.0890999995 7507272.133199997);5036.0;"Автономная некоммерческая организация Школа ""Президент""";"АНО ""Школа "" Президент""";Большая Ордынка улица, д. 17, стр. 8;8042.67230166;8380.98640773;2107664.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;;
119;POINT (4191660.5562999994 7493375.072999999);3803.0;Некоммерческое образовательное учреждение частная гуманитарно-экономическая школа “Самсон”;Некоммерческое образовательное учреждение частная гуманитарно-экономическая школа “Самсон”;115446 Академика Миллионщикова улица, 7 корпус 2;9821.15;553.44600036;14391.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 730-50-90,(499) 618-66-96;
120;POINT (4199538.632199999 7483122.9076000005);3820.0;"Автономная некоммерческая организация ""Средняя общеобразовательная школа ""Премьер""";АНО Школа ПРЕМЬЕР;115563 Шипиловская улица, 40 корпус2;14292.681825;-5220.5656186;2123600.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 393-08-18,(495) 393-07-11;
121;POINT (4205102.4188 7519991.271200001);3858.0;Автономная некоммерческая организация Средняя Общеобразовательная Школа «Колибри»;АНО СОШ «КОЛИБРИ»;105425 Никитинская улица, 24а;17359.4641722;15562.9484582;2105302.0;;;;;Автономное;Общеобразовательное учреждение;Средняя общеобразовательная школа;164-37-60;
122;POINT (4163194.3398 7518134.103699997);2023.0;"Автономная некоммерческое организация средняя образовательная школа ""Школа ""Феникс""";"Школа ""Феникс";123458 Таллинская улица, д.12 к.5;-6247.96597803;14489.641873;2114687.0;;;;;Автономное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 758-10-75,(495) 750-50-36;
123;POINT (4176473.5524999984 7518800.064800002);3764.0;Негосударственное общеобразовательное учреждение «Школа Натальи Нестеровой»;НОУ «Школа Натальи Нестеровой»;Новопесчаная улица, 9а;1233.63255;14859.4411594;2112113.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 157-70-38,(495) 769-31-38;
124;POINT (4212074.0669 7509125.716499999);3859.0;"Автономная некоммерческая организация образовательный центр ""ЭОС""";АНО образовательный центр ЭОС;Сталеваров улица, д. 28;21316.1284959;9468.6998318;2121794.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;305-77-22,304-73-86;
125;POINT (4210082.3244 7503109.009499997);3864.0;"Негосударственное общеобразовательное учреждение Школа ""Планета""";НОУ Школа Планета;111395 Молдагуловой улица, д. 20а;20208.237775;6075.47513133;2122183.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 373-17-81;
126;POINT (4169239.0478999987 7494554.493600003);3894.0;Частное образовательное учреждение «Частная общеобразовательная школа «Ступени»;Частная общеобразовательная школа «Ступени»;119361 Марии Поливановой улица, 12а;-2851.47175;1208.96082657;2111915.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 430-26-79,437-92-65;
127;POINT (4181561.4299000017 7518185.027099997);4242.0;"Негосударственное образовательное учреждение средняя общеобразовательная школа ""Петровская школа""";НОУ СОШ Петровская школа;127083 Юннатов улица, д.1;4100.27880697;14515.3238495;2112366.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;152-79-66,612-41-84;
128;POINT (4201059.5909 7480481.6417);5027.0;Негосударственное образовательное учреждение центр образования «Православный Центр непрерывного образования во имя преподобного Серафима Саровского»;НОУ ЦО «Православный Центр непрерывного образования во имя преподобного Серафима Саровского»;115597 Ясеневая улица, д. 33/2;15158.606543;-6709.61742222;2122836.0;;;;;Негосударственное;Общеобразовательное учреждение;Центр образования;(495) 548-24-12,(495) 399-44-79;
129;POINT (4176425.895399999 7534612.258900002);5045.0;"Негосударственное образовательное учреждение ""Школа для малышей""";НОУ Школа для малышей;Базовская улица, 24а;1204.652775;23739.497876;2108714.0;;;;;Негосударственное;Общеобразовательное учреждение;Начальная общеобразовательная школа;(499) 906-73-33;
130;POINT (4178054.5874999985 7523901.4256);137.0;"Негосударственное образовательное учреждение ""Британская международная школа """;НОУ Британская международная школа ;127299 Большая Академическая улица, дом 24;2123.039225;17726.6324702;2109992.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 421-21-49,(495) 421-82-11;
131;POINT (4169023.3544000015 7518592.491300002);2011.0;"Автономная некоммерческая организация средняя общеобразовательная школа ""ПРИОРИТЕТ""";АНО СОШ ПРИОРИТЕТ;Живописная улица, д. 46а;-2963.63405532;14743.7425208;2138721.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 193-85-61,(499) 193-85-22;
132;POINT (4195564.8827 7520064.380999997);3869.0;"Негосударственное образовательное учреждение Школа индивидуального развития ""Мыслитель""";НОУ СОШ Академическая гимназия;Большая Тихоновская улица, 18;11987.081525;15586.0988535;2104757.0;;;;;Негосударственное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 609-50-06;
