0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
188;188;;;"Фитнес-клуб ""Планета фитнес""
";"Дмитровское шоссе 60А
";нет данных;4459,8418;20654,0789;;;"бассейн плавательный крытый
";"Фитнес-клуб ""Планета фитнес""
";да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";САО;"Тимирязевский
";нет;да;да;да;да;нет;нет;да;нет данных;"нет данных
";"нет данных
";"fitness.ru
";"нет данных
";"нет данных
";
189;189;;;"Фитнес клуб ""Република""
";"ул. Максимова, д.1
";"нет данных
";-1440,2484;14433,2515;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"СЗАО
";"Щукино
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""Република""
";нет данных;нет данных;нет данных;;
190;190;;;"Бассейн ""Атлант""";ул. Талалихина 26;нет данных;11355,2926;7187,8397;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;смешанное освещение;нет;нет данных;нет данных;нет данных;;бассейны плавательные;частная;ЦАО;Таганский;нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""АТЛАНТ""";нет данных;mybasseyn.ru;нет данных;нет данных;нет данных
191;191;;;"СОК ""Кимберли-Ленд""";Азовская ул. 24;нет данных;6183,3487;-2232,7749;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;физкультурно-оздоровительные комплексы;частная;ЮЗАО;Зюзино;нет;да;да;да;да;нет;нет;да;нет данных;"ЗАО ""Кимберли Лэнд""";нет данных;kimberlyland.ru;нет данных;нет данных;нет данных
192;192;;;"Фитнес клуб ""ФизКульт""
";"Пятницкое шоссе д. 29, к. 5
";"нет данных
";-8676,8009;20461,4819;;;"бассейн плавательный крытый
";;да;нет данных ;"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"СЗАО
";"Митино
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""Русская фитнес группа""
";нет данных;fizkult.ru;нет данных;;
194;194;;;"Фитнес-клуб ""Планета Фитнес""
";"ул. Малая Дмитровка 6
";нет данных;6858,8054;11233,1019;;;;"Фитнес-клуб ""Планета Фитнес""
";да;"нет данных
";"бассейн плавательный крытый
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";ЦАО;"Тверской
";нет;да;да;да;да;нет;нет;да;"нет данных
";"нет данных
";"нет данных
";"fitness.ru
";"нет данных
";"нет данных
";
195;195;;;"Фитнес-клуб ""Планета Фитнес""
";"ул. Правды, 21, с2
";нет данных;5107,4129;13474,2329;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";САО;"Беговой
";нет;да;да;да;да;нет;нет;да;"нет данных
";"нет данных
";"нет данных
";"fitness.ru
";"нет данных
";"нет данных
";
196;196;;;"Фитнес клуб ""Фитнесмания""
";"Ленинский просп., д.146
";"нет данных
";-151,4111;-1138,2329;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;физкультурно-оздоровительные комплексы;"частная
";"ЗАО
";"Тропарёво-Никулино
";"нет
";"да
";"да
";"да
";"да
";"нет
";"нет
";"да
";нет данных;"Закрытое акционерное общество  ""Фитнесмания""";"нет данных
";"fitnessmania.ru
";нет данных;;
215;215;;;"Фитнес-клуб ""Зебра"" на Комсомольской
";"Каланчевская ул. д.16, с.1
";"нет данных
";9490,1571;12325,5137;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;физкультурно-оздоровительные комплексы;"частная
";"ЦАО
";"Красносельский
";"нет
";"да
";"да
";"да
";"да
";"нет
";"нет
";да;"нет данных
";"нет данных
";"нет данных
";http://www.fitnes.ru/content/ru/club-2011-05-30-22-31-21.html;нет данных;;
216;216;;;"Фитнес центр ""La Salute""
";"ул. Земляной Вал 77
";нет данных;9918,9017;8514,388;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"смешанное освещение
";нет ;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"ЦАО
";"Таганский
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""La Salute""
";нет данных;lasalute.ru;нет данных;;
217;217;;;Фитнес клуб ТЭЦ № 25;ул. Генерала Дорохова 16;нет данных;-3077,8868;3346,2024;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;физкультурно-оздоровительные комплексы;частная;ЗАО;Очаково-Матвеевское;нет;да;да;да;да;нет;нет;да;нет дынных;"Закрытое акционерное общество ""Энерго Холдинг""";нет данных;нет данных;нет данных;нет данных;нет данных
218;218;;;"Фитнес-клуб ENJOY
";"Дербеневская наб. 7, с.6
";нет данных;9798,5585;6121,9615;;;"бассейн плавательный крытый
";нет данных;да;"нет данных
";"специальное
";"смешанное освещение
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";ЦАО;"Замоскворечье
";нет;да;да;да;да;нет;нет;да;нет данных;"Фитнес-клуб ENJOY
";нет данных;"enjoy-fitness.ru
";нет данных;нет данных;
219;219;;;"Учебно-спортивно-оздоровительный комплекс ""Октябрь""";"Живописная ул., д.21
";"нет данных
";-2837,731;13692,8831;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;физкультурно-оздоровительные комплексы;"частная
";"СЗАО
";"Хорошево-Мневники
";нет;"да
";"да
";"да
";"да
";нет;нет;да;нет данных;"ОАО ""УСОК ""Октябрь""
";"нет данных
";"нет данных
";"нет данных
";;
233;233;;;"Фитнес клуб ""Зебра"" (бывший бассейн ""Сетунь"")";"ул. Толбухина, д.10к3
";нет данных;-5991,8298;6023,966;;;бассейн плавательный крытый;;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;;;;физкультурно-оздоровительные комплексы;частная;ЗАО;Можайский;нет;да;да;да;да;нет;нет;да;нет дынных;"ОАО ""Вилс""";нет данных;fitnes.ru;нет данных;;
234;234;;;"Фитнес-клуб ""World Class"" на Большой Грузинской";"Большая Грузинская ул., д.69
";"нет данных
";5526,6908;11911,3077;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"спортивные залы
";"частная
";"ЦАО
";"Тверской
";нет;да;да;да;да;нет;нет;да;"нет данных
";"нет данных
";"нет данных
";"http://www.worldclass.ru/
";"нет данных
";;
235;235;;;"НОУ ""Феникс""
";"Профсоюзная ул. 27к3
";"нет данных
";4068,503;703,7999;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"общеобразовательные учреждения
";"частная
";ЮЗАО;"Черемушки
";нет;да;да;да;да;нет;нет;да;"нет данных
";"нет данных
";"нет данных
";"sch-doverie.ru
";"нет данных
";"нет данных
";
236;236;;;"Фитнес-клуб WORLD CLASS
";"Тестовская ул. 10
";нет данных;2146,5786;9451,2058;;;"бассейн плавательный крытый
";нет данных;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"бассейны плавательные
";"частная
";ЦАО;"Пресненский
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО """"WORLD CLASS""
";нет данных;"worldclass.ru
";нет данных;нет данных;
237;237;;;"Фитнес-клуб ""Family Fitness""
";"ул. Черняховского 17А
";нет данных;2542,5309;15691,0187;;;"бассейн плавательный крытый
";;да;нет данных;"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"САО
";"Аэропорт
";нет;да;да;да;да;нет;нет;да;нет данных;нет данных;нет данных;нет данных;нет данных;;
239;239;;;"НОУ СОШ ОЦ ОАО ""Газпром""
";"Новочеремушкинская ул. 66
";"нет данных
";3835,4047;-445,5524;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"общеобразовательные учреждения
";"частная
";ЮЗАО;"Черемушки
";нет;да;да;да;да;нет;нет;да;"нет данных
";"ОАО ""Газпром""
";"нет данных
";"gazpromschool.ru
";"нет данных
";"нет данных
";
240;240;;;"Фитнес-клуб ""Gold's Gym""
";"Ленинградский просп. 31с30
";нет данных;3924,4271;13167,3156;;;"бассейн плавательный крытый
";;да;нет данных;"специальное
";"лампы дневного освещения
";нет ;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"САО
";"Аэропорт
";нет;да;да;да;да;нет;нет;да;нет данных;нет данных;нет данных;goldsgym.ru;нет данных;;
241;241;;;"Фитнес-клуб WORLD CLASS
";"Романов пер. 4 с2
";нет данных;6983,1209;9747,2582;;;"бассейн плавательный крытый
";нет данных;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"спортивные залы
";"частная
";ЦАО;"Арбат
";нет;да;да;да;да;нет;нет;да;"нет данных
";"нет данных
";нет данных;"www.worldclass.ru
";"нет данных
";"нет данных
";
243;243;;;"ОАО Банно-оздоровительный комплекс на Дубнинской
";"Дубнинская ул. 6к1
";"нет данных
";4531,7894;21346,4343;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";САО;"Восточное Дегунино
";нет;да;да;да;да;нет;нет;да;"нет данных
";"ОАО ""Оздоровительный комплекс""
";"нет данных
";"нет данных
";"нет данных
";"нет данных
";
244;244;;;"Фитнес центр ""Икс фит сенатор""";ул. Кутузова, д.11к2;нет данных;-5425,5124;6331,0009;;;бассейн плавательный крытый;;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;;;;физкультурно-оздоровительные комплексы;частная;ЗАО;Можайский;нет;да;да;да;да;нет;нет;да;нет данных;"ЗАО ""Технологии 21-века """;нет данных;xfit.ru;нет данных;;
245;245;;;"Фитнес клуб ""Sky club"" на территории  жилого комплекса ""Золотые ключи 2""";"Минская ул., д.1Гк9
";"нет данных
";65,0185;5883,0951;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;физкультурно-оздоровительные комплексы;"частная
";"ЗАО
";"Раменки
";нет;"да
";"да
";"да
";"да
";нет;нет;"да
";"нет данных
";"ЗАО ""Юнит система""
";"нет данных
";"skyclubs.ru
";"нет данных
";;
246;246;;;"Фитнес-клуб ""Welness Park""
";"ул. Воронцовские Пруды 3
";нет данных;2396,1898;-328,6647;;;"бассейн плавательный крытый
";;да;нет данных;"специальное
";"лампы дневного освещения
";нет ;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"ЮЗАО
";"Черемушки
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""ФОК ""Олимп""
";нет данных;wpark.ru;нет данных;;
247;247;;;"Фитнес-клуб WORLD CLASS
";"Житная ул. 14
";нет данных;7389,9532;7190,8532;;;"бассейн плавательный крытый
";нет данных;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";частная;ЦАО;"Якиманка
";нет;да;да;да;да;нет;нет;да;"нет данных
";"Фитнес-клуб WORLD CLASS
";нет данных;"http://www.worldclass.ru/
";нет данных;нет данных;
248;248;;;"Фитнес клуб ""La Collina""";"ул. Крылатские Холмы, д.35
";нет данных;-4929,5368;10339,3436;;;бассейн плавательный крытый;;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;;;;физкультурно-оздоровительные комплексы;частная;ЗАО;Крылатское;нет;да;да;да;да;нет;нет;да;нет данных;"Закрытое акционерное общество "" Премиум фитнес""";нет данных;collinaclub.ru;нет данных;;
249;249;;;"Фитнес-клуб ""World Class Триумф""
";"Чапаевский пер. 3
";нет данных;1407,9851;14624,7492;;;"бассейн плавательный крытый
";"
";да;нет данных;"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"САО
";"Сокол
";нет;да;да;да;да;нет;нет;да;нет данных;нет данных;нет данных;worldclass.ru;нет данных;;
250;250;;;"РБОФП ""ФОП"" ""Физкультурно-оздоровительный комплекс Серебряный бор""
";Таманская ул. 71;"нет данных
";-4401,6862;12966,3358;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";СЗАО;"Хорошево-Мневники
";нет;да;да;да;да;нет;нет;да;"нет данных
";"ФОК ""Серебряный бор""
";"нет данных
";"нет данных
";"нет данных
";"нет данных
";
197;197;;;"Фитнес клуб ""ФизКульт""
";"ул. Демьяна Бедного д. 4, к. 2
";нет данных;-528,6564;11501,1471;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";"СЗАО
";"Хорошево-Мневники
";нет;да;да;да;да;нет;нет;да;нет данных;"ООО ""Русская фитнес группа""
";нет данных;fizkult.ru;нет данных;;
199;199;;;"Фитнес-клуб ""Под водой""
";"ул. Александра Невского 4
";нет данных;5911,2886;12249,9398;;;"бассейн плавательный крытый
";нет данных;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"физкультурно-оздоровительные комплексы
";"частная
";ЦАО;"Тверской
";нет;да;да;да;да;нет;нет;да;"нет данных
";"Фитнес-клуб ""Под водой""
";"нет данных
";"нет данных
";"нет данных
";"нет данных
";
149;149;;;Фитнес-клуб Квантум (Арарат Парк Хаятт);Неглинная ул. 4;нет данных;7745,8115;10360,8829;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;спортивные залы;частная;ЦАО;Тверской;нет;да;да;да;да;нет;нет;да;нет данных;Фитнес-клуб Квантум Арарат Парк Хаятт;нет данных;moscow.park.hyatt.com;нет данных;нет данных;нет данных
150;150;;;"Фитнес центр  ""Олимпик стар""
";"Рублевское шоссе д.10
";"нет данных
";-3612,6972;8006,3806;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"ЗАО
";"Филёвский Парк
";"нет
";"да
";"да
";"да
";"да
";"нет
";"нет
";"да
";"нет данных
";"ЗАО ""Олимпийская система""
";"нет данных
";"olympicstar.ru
";"нет данных
";;
151;151;;;Фитнес-клуб ОнегинЪ;ул. Малая Полянка 2;нет данных;7352,5678;8320,5388;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;физкультурно-оздоровительные комплексы;частная;ЦАО;Якиманка;нет;да;да;да;да;нет;нет;да;нет данных;Фитнес-клуб ОнегинЪ;нет данных;oneginclub.ru;нет данных;нет данных;нет данных
152;152;;;"Фитнес-клуб ""Икс-фит Монарх""
";"Ленинградский просп. 31А с1
";"нет данных
";3900,7057;12978,8138;;;"бассейн плавательный крытый
";"Фитнес-клуб ""Икс-фит Монарх""
";да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"САО
";Беговой;нет;да;да;да;да;нет;нет;да;"нет дынных
";"нет дынных
";"нет дынных
";"xfit.ru
";"нет дынных
";нет дынных;
153;153;;;Фитнес-клуб Ренессанс;Олимпийский просп. 18/1;нет данных;7880,3581;13160,1575;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;физкультурно-оздоровительные комплексы;частная;ЦАО;Мещанский;нет;да;да;да;да;нет;нет;да;нет данных;Фитнес-клуб Ренессанс;нет данных;http://www.marriott.com/hotels/travel/mowrn-renaissance-moscow-olympic-hotel/;нет данных;нет данных;нет данных
154;154;;;"Фитнес – клуб «Point»
";"ул. Медведева 10
";"нет данных
";24604,5838;5749,0097;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"ВАО
";"Косино-Ухтомский
";"нет
";"да
";да;да;да;нет;нет;да;"нет данных
";"Фитнес – клуб «Point»
";нет данных;нет данных;нет данных;;
171;171;;;Фитнес-клуб World Gym;"Дубининская ул. 71
";нет данных;8461,3227;4921,2005;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"спортивные залы
";"частная
";ЦАО;"Замоскворечье
";нет;да;да;да;да;нет;нет;да;"нет данных
";нет данных;нет данных;"/www.wg99.ru
";нет данных;нет данных;
175;175;;;"Фитнес-клуб ""ИКС-ФИТ""
";"Флотская ул. 5кБ
";"нет данных
";-396,1464;20591,6944;;;"бассейн плавательный крытый
";"Фитнес-клуб ""ИКС-ФИТ""
";да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";САО;"Левобережный
";нет;да;да;да;да;нет;нет;да;нет данных;нет данных;нет данных;"xfit.ru
";нет данных;нет данных;
176;176;;;"Бассейн  МПО им. Румянцева
";"Писцовая ул. 12
";нет данных;4928,7975;14605,1683;;;"бассейн плавательный крытый
";;да;"нет данных
";"специальное
";"лампы дневного освещения
";нет;нет данных;;;;"бассейны плавательные
";"частная
";САО;"Савеловский
";нет;да;да;да;да;нет;нет;да;"нет дынных
";"ОАО МПО им. Румянцева
";"нет данных
";"sport-mpo.ru
";"нет данных
";"нет данных
";
177;177;;;"Фитнес клуб ""Dr.LODER""
";"ул. Дмитрия Ульянова 31
";"нет данных
";5478,6781;1977,7484;;;"бассейн плавательный крытый
";;"да
";"нет данных
";"специальное
";"лампы дневного освещения
";"нет
";"нет данных
";;;;"физкультурно-оздоровительные комплексы
";"частная
";"ЮЗАО
";"Академический
";"нет
";да;да;да;да;нет;нет;да;нет данных;"ООО ""СТД-Девелопмент""
";нет данных;loder.ru;"нет данных
";;
178;178;;;"ФОК ""Торпедо""";Автозаводская ул. 21;нет данных;9681,2917;3986,7365;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;физкультурно-оздоровительные комплексы;частная;ЮАО;Даниловский;нет;да;да;да;да;нет;нет;да;1057747178686;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных
180;180;;;"Центр спорта ""Серебряная капля""";ул. Всеволода Вишневского 4Б;нет данных;4768,1333;16378,5714;;;бассейн плавательный крытый;нет данных;да;нет данных;специальное;лампы дневного освещения;нет;нет данных;нет данных;нет данных;;досуговые центры;частная;САО;Тимирязевский;нет;да;да;да;да;нет;нет;да;нет дынных;нет дынных;нет дынных;silverdrop.ru;нет дынных;нет дынных;нет дынных
135;3374;3374;DOGM__2782;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1865;Северный / Хорошевский / ул. Куусинена / Дом- 13;бесплатно;943,7431;12995,9605;2117630;11533;бассейн плавательный крытый;;нет;с 8.30 до;специальное;смешанное освещение;да;нет;;;11533;общеобразовательные учреждения;Департамент образования города Москвы;САО;Хорошёвский;да;да;нет;нет;да;нет;нет;да;1047714084450;ГБОУ ЦО № 1865;(499) 943-26-15;www.1865msk.ru;co_1865@mail.ru;;
136;4824;4824;MSPORT204;"ФОК ""Олимпия"" ГБУ «ЦФКиС ВАО г. Москвы»";Фрязевская ул. 13А;Взрослые:будни-250 руб.,вых.-280 руб. Дети:будни-180 руб.,вых.-200 руб.;20587,2563;8920,0857;;106228;бассейн плавательный крытый;;нет;Понедельник с 7:00 до 23:00 Вторник с 7:00 до 23:00 Среда с 7:00 до 23:00 Четверг с 7:00 до 23:00 Пятница с 7:00 до 23:00 Суббота с 7:00 до 23:00 Воскресенье с 7:00 до 23:00;специальное;лампы дневного освещения;нет;нет;55.74671076965846;37.82605667687959;39646;физкультурно-оздоровительные комплексы;Департамент физической культуры и спорта города Москвы;ВАО;Новогиреево;нет;да;да;нет;да;нет;нет;да;1057747229099;"Государственное бюджетное учреждение города Москвы ""Центр физической культуры и спорта Восточного административного округа города Москвы"" Департамента физической культуры и спорта города Москвы";(495) 306-44-24;vaosport.ru;ofice@vaosport.ru;внесены изменения;
