0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
77;4810;4810;MSPORT190;"ФОК ""Южное Бутово"" ГБОУ ДОДСН МГФСО Москомспорта";ул. Поляны 35;только для учащихся спортшколы;3198,8535;-13054,101;;107195;теннисный корт;;нет;Понедельник с 7:15 до 21:30 Вторник с 7:15 до 21:30 Среда с 7:15 до 21:30 Четверг с 7:15 до 21:20 Пятница с 7:15 до 21:30 Суббота с 7:15 до 21:30 Воскресенье с 7:15 до 21:30;искусственное;без освещения;да;нет;55.549761329779116;37.548928259327944;39889;физкультурно-оздоровительные комплексы;Департамент физической культуры и спорта города Москвы;ЮЗАО;Южное Бутово;нет;да;да;да;да;нет;нет;да;1027700174677;"Государственное бюджетное образовательное учреждение дополнительного образования детей спортивной направленности города Москвы Специализированная детско-юношеская спортивная школа олимпийского резерва ""Московское городское физкультурно-спортивное объедин";(499) 242-84-44;mgfso.ru/fok-yuzhnoe-butovo;mgfso@mossport.ru;внесены изменения;
78;221;221;DGKHIB39;"Парк ""Захарково""";ул. Свободы, 57;нет;-2787,1955;21014,3817;2113768;0;теннисный корт;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;СЗАО;Южное Тушино;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;
79;456;456;DK____140;2 теннисных корта;ул. Крымский вал, д.9;1000;5820,3305;5710,6345;0;0;теннисный корт;;да;10.00-23.00;грунтовое;смешанное освещение;нет;100 руб. - ракетки,мячи,пушки;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Якиманка;нет;да;нет;да;да;да;нет;нет;1027739258249;ГАУК г.Москвы ЦПКиО им.М.Горького;(499) 237-11-00;park-gorkogo.com;sportdosy@yandex.ru;Подтверждено;
81;569;569;DK____253;Теннисный корт ЦПКиО им.М. Горького;ул. Крымский вал, д.9;1000;5856,5785;5763,4191;0;0;теннисный корт;;да;10.00-23.00;специальное;уличные столбы освещения;нет;сведения отсутствуют;;;0;плоскостные спортивные сооружения;Департамент культуры города Москвы;ЦАО;Якиманка;нет;да;нет;да;да;да;нет;нет;1027739258249;ГАУК г.Москвы ЦПКиО им.М.Горького;(495) 995-00-20;park-gorkogo.com;official@park-gorkogo.com;Подтверждено;
53;8444;8444;ZELAO_16;Междворовые спортивные площадки;Зеленоград ул.Полагушина;бесплатно;-18904,4536;36982,6791;0;100715;теннисный корт;теннисный корт;нет;свободный режим;асфальтовое, бетонное;уличные столбы освещения;да;нет;55.998739;37.195059;36681;междворовые спортивные площадки;муниципалитет;ЗелАО;Силино;нет;нет;нет;нет;нет;нет;нет;нет;1027700528800;администрация муниципального округа Силино;"(499) 710-81-55; (499) 710-02-51";silino.ru;info@silino.ru;Работает;
97;254;254;DGKHIB72;Парк по Борисовским прудам;Маршала Захарова 2-10, Борисовский проезд 1-15;нет;12527,1829;-4587,1497;0;0;теннисный корт;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;
98;255;255;DGKHIB73;Парк по Борисовским прудам;Маршала Захарова 2-10, Борисовский проезд 1-15;нет;12716,0959;-4517,8286;0;0;теннисный корт;;нет;с7до22ч;искусственное;смешанное освещение;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;да;нет;нет;нет;1057748436811;"ГУП ""Горзеленхоз №4""";(499) 613-79-94;нет;zelenhoz4@mail.ru;Добавлено;
84;2748;2748;DOGM__2156;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 979;Южный / Орехово-Борисово Южное / Тамбовская ул. / Дом- 10;бесплатно;15588,4335;-7107,4493;2123140;2452;теннисный корт;;нет;будни с 16.00 до 21.00, по субботам с 14.00 до 21.00, воскресенье с 9.00 до 21.00;искусственное;уличные столбы освещения;да;нет;;;2452;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Южное;нет;нет;нет;нет;нет;нет;нет;нет;1027739564280;ГБОУ СОШ № 979;(495) 397-05-83;schu979.mskobr.ru;sch979@sinergi.ru;;
85;2187;2187;DOGM__1595;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1953 ""Москва-98""";Западный / Проспект Вернадского / ул. Удальцова / Дом- 40;бесплатно;-300,145;1900,5243;3100558;10444;теннисный корт;;нет;7.00-23.00;специальное;уличные столбы освещения;да;нет;;;10444;плоскостные спортивные сооружения;Департамент образования города Москвы;ЗАО;Проспект Вернадского;нет;нет;нет;нет;нет;нет;нет;нет;1037739075428;"ГБОУ ЦО № 1953 ""Москва-98""";(499) 432-39-01;1953.mskzapad.ru;director@newolymp.net;;
57;1945;1945;DOGM__1353;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с этнокультурным (русским) компонентом образования № 998;"Южный / Братеево / Паромная ул. / Дом- 5; Корп- 3";бесплатно;16730,6501;-3051,5572;2123169;12202;теннисный корт;;нет;нет;асфальтовое, бетонное;без освещения;нет;нет;;;12202;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Братеево;нет;нет;нет;нет;нет;нет;нет;нет;1127747292749;ГБОУ СОШ № 998;(495) 342-03-31;sch998.edusite.ru;sch998@sinergi.ru;;
58;2925;2925;DOGM__2333;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1929;"Южный / Братеево / ул. Борисовские Пруды / Дом- 12; Корп- 2";бесплатно;15437,6301;-3492,6272;2139089;2505;теннисный корт;;нет;8:00 - 21:00;специальное;уличные столбы освещения;да;нет;;;2505;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Братеево;нет;нет;нет;нет;нет;нет;нет;нет;1037739488951;ГБОУ СОШ №1929;(495) 341-59-96;schu1929.mskobr.ru;sch1929@sinergi.ru;;
60;680;680;DOGM__88;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 968;Северо-Восточный / Бутырский / ул. Милашенкова / Дом- 10В;бесплатно;5464,8679;17680,1477;2114142;9902;теннисный корт;;нет;будни с 15.00 до 21.00 выходные с 10.00 до 21.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;9902;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Бутырский;нет;нет;нет;нет;нет;нет;нет;нет;1037739133574;школа 968;(495) 639-51-21;sch968sv.mskobr.ru;school-968@yandex.ru;;
61;5481;5481;SVAO__402;"теннисный корт ""ул. Яблочкова 23к2-3""";ул. Яблочкова 23к2-3;бесплатно;5055,7035;17141,4985;30454;93212;теннисный корт;"теннисный корт ""ул. Яблочкова 23к2-3""";нет;будни с 8:00 до 21:00 выходные с 12.00 до 21.00;искусственное;уличные столбы освещения;да;нет;;;15559;междворовые спортивные площадки;префектура;СВАО;Бутырский;нет;нет;нет;нет;нет;нет;нет;нет;1057747047115;"ООО "" Стимул""";(495) 619-05-25;www.stimulopttorg.ru;firmastimul@mail.ru;Подтверждено;нет
62;201;201;DGKHIB19;"Парк у прудов ""Радуга""";Пересечение улицы Юности с Жемчуговой аллеей 1А;нет;17839,7623;7207,6021;0;0;теннисный корт;;нет;с7до22ч;искусственное;прожекторное освещение;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ВАО;Вешняки;нет;нет;нет;нет;да;нет;нет;нет;1057748437372;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;
63;202;202;DGKHIB20;"Парк у прудов ""Радуга""";Пересечение улицы Юности с Жемчуговой аллеей 1А;нет;19369,0571;7337,2481;0;0;теннисный корт;;нет;с7до22ч;искусственное;прожекторное освещение;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ВАО;Вешняки;нет;нет;нет;нет;да;нет;нет;нет;1057748437372;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;
66;822;822;DOGM__230;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1436;"Западный / Солнцево / Родниковая ул. / Дом- 20; Корп- 1";бесплатно;-7410,1964;-3664,3729;2112563;7385;теннисный корт;;нет;с 8:00 до 22:00;асфальтовое, бетонное;уличные столбы освещения;нет;нет;;;7385;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Солнцево;нет;нет;нет;нет;нет;нет;нет;нет;1027700507218;ГБОУ ЦО № 1436;(495) 934-76-20;co1436.mskzapad.ru;ce1436@mail.ru;;
75;4792;4792;MSPORT172;"ГБУ ""ФК ""Строгино""";ул. Василия Ботылева 43;сведения отсутствуют;-9123,1852;13639,5695;;106939;теннисный корт;;нет;Понедельник с 8:00 до 18:00 Вторник с 8:00 до 18:00 Среда с 8:00 до 18:00 Четверг с 8:00 до 18:00 Пятница с 8:00 до 18:00 Суббота с до Воскресенье с до;грунтовое;без освещения;да;нет;55.78952880824634;37.35263656383398;39823;учреждения (центры) дополнительного образования;Департамент физической культуры и спорта города Москвы;ЗАО;Кунцево;нет;да;нет;нет;да;нет;нет;нет;1037739019526;"Государственное бюджетное учреждение города Москвы Футбольный клуб ""Строгино"" Департамента физической культуры и спорта города Москвы";(499) 727-40-05;fs94.ru;info@fs94.ru;внесены изменения;
76;621;621;DOGM__29;Государственное бюджетное образовательное учреждение города Москвы лицей №1158;Южный / Чертаново Северное / мкр. Северное Чертаново / Корп- 809;бесплатно;6176,0011;-3585,1073;2118651;12213;теннисный корт;;нет;будни с 8.30 до 21.00, выходные с 9.00 до 21.00;специальное;уличные столбы освещения;да;нет;;;12213;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Чертаново Северное;нет;нет;нет;нет;нет;нет;нет;нет;1127746764771;ГБОУ лицей 1158;(495) 319-34-50;1158.рф;sch1158@sinergi.ru;;
82;2434;2434;DOGM__1842;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 750;Северо-Восточный / Ярославский / Палехская ул. / Дом- 8;бесплатно;12376,7525;22022,0967;2124950;9879;теннисный корт;;нет;круглосуточно;асфальтовое, бетонное;без освещения;да;нет;;;9879;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Ярославский;нет;нет;нет;нет;нет;нет;нет;нет;1027700593667;ГБОУ СОШ № 750;(499) 183-27-01;sch750sv.mskobr.ru;sch750@yandex.ru;;
83;1982;1982;DOGM__1390;Государственное бюджетное образовательное учреждение города Москвы лицей №507;Южный / Нагатино-Садовники / Коломенский пр. / Дом- 16;бесплатно;9956,3707;-79,45;3806173;12214;теннисный корт;;нет;8.30-21.00;искусственное;прожекторное освещение;да;нет;;;12214;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Нагатино-Садовники;нет;нет;нет;нет;нет;нет;нет;нет;1127746768820;Государственное бюджетное образовательное учреждение города Москвы лицей №507;(499) 612-50-77;schu507.mskobr.ru;sch507@sinergi.ru;;
67;267;267;DGKHIB85;Терлецкая Дубрава;Свободный проспект, 2;нет;20234,2463;11086,4015;4200263;0;теннисный корт;;нет;с7до22ч;искусственное;без освещения;да;нет;;;0;парки (озелененные городские территории);Департамент жилищно-коммунального хозяйства и благоустройства города Москвы;ВАО;Ивановское;нет;нет;нет;нет;да;нет;нет;нет;1057748437372;"ГУП ""Горзеленхоз №1""";(495) 697-22-67;нет;briza99@mail.ru;Добавлено;
68;4705;4705;MSPORT85;"Государственное бюджетное образовательное учреждение дополнительного образования детей спортивной направленности города Москвы ""Специализированная детско-юношеская спортивная школа олимпийского резерва ""Москвич"" Департамента физической культуры и спорта города Москвы";Волгоградский просп. 46/15;400-600 руб.;14953,6815;4469,0267;;107102;теннисный корт;;нет;Понедельник с 8:00 до 23:00 Вторник с 8:00 до 23:00 Среда с 8:00 до 23:00 Четверг с 8:00 до 23:00 Пятница с 8:00 до 23:00 Суббота с 8:00 до 23:00 Воскресенье с 8:00 до 23:00;искусственное;прожекторное освещение;нет;нет;55.70694339970889;37.73550127123252;39872;учреждения (центры) дополнительного образования;Департамент физической культуры и спорта города Москвы;ЮВАО;Текстильщики;нет;да;да;да;да;нет;да;да;1037739215392;"Государственное бюджетное образовательное учреждение дополнительного образования детей спортивной направленности города Москвы ""Специализированная детско-юношеская спортивная школа олимпийского резерва ""Москвич"" Департамента физической культуры и спорта";(499) 178-34-74;sport-moskvich.ru;moskvich@sport-moskvich.ru;внесены изменения;
19;4689;4689;MSPORT69;"Стадион""Янтарь"" Казенное предприятие Физкультурно-спортивный центр ""Строгино""";ул. Маршала Катукова 26;разовая аренда от 400 руб. до 1200 руб.;-5287,3022;14736,6131;;106636;теннисный корт;;нет;Понедельник с 7:00 до 23:00 Вторник с 7:00 до 23:00 Среда с 7:00 до 23:00 Четверг с 7:00 до 23:00 Пятница с 7:00 до 23:00 Суббота с 7:00 до 23:00 Воскресенье с 7:00 до 23:00;специальное;прожекторное освещение;нет;нет;55.79935276442438;37.41392312805673;39757;стадионы (1500 и более мест);Департамент физической культуры и спорта города Москвы;СЗАО;Строгино;нет;да;да;да;да;да;нет;да;1047796148102;"Казенное предприятие города Москвы ""Физкультурно-спортивный центр ""Строгино""";(499) 252-98-08;stroginosport.ru;kpfsc-strogino@yandex.ru;внесены изменения;
21;2936;2936;DOGM__2344;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского языка № 1944;"Северо-Западный / Митино / ул. Барышиха / Дом- 17; Корп- 1";бесплатно;-9308,4104;19521,0299;3301182;9570;теннисный корт;;нет;"15:00 - 21.00; вс. 10:00 - 21.00";искусственное;смешанное освещение;нет;нет;;;9570;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1037739116997;ГБОУ СОШ № 1944;(495) 794-20-19;sch1944.ru;sch1944@szouo.ru;;
22;3215;3215;DOGM__2623;Государственное бюджетное образовательное учреждение города Москвы центр образования №1446;"Северо-Восточный / Алтуфьевский / Костромская ул. / Дом- 14; Корп- 1";бесплатно;6025,1453;24160,3611;2114139;9949;теннисный корт;;нет;с 08:00 до 22:00;асфальтовое, бетонное;без освещения;нет;нет;;;9949;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;нет;да;нет;да;1027739804190;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1446;(499) 902-22-27;co1446sv.mskobr.ru;schol164@yandex.ru;;
15;2271;2271;DOGM__1679;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1351;Восточный / Новокосино / Суздальская ул. / Дом- 22Б;бесплатно;22561,0863;8316,4983;2122248;10392;теннисный корт;;нет;10:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10392;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Новокосино;нет;нет;нет;нет;нет;нет;нет;нет;1037739275870;ГБОУ СОШ № 1351;(495) 701-03-60;schu1351.mskobr.ru;schooll1351@mail.ru;;
16;854;854;DOGM__262;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа города Москвы с этнокультурным (русским) компонентом образования № 996;Южный / Орехово-Борисово Северное / Борисовский пр. / Дом- 13;бесплатно;14181,9597;-4473,9001;2123176;7345;теннисный корт;;нет;с 9:00 до 21:00;искусственное;без освещения;нет;нет;;;7345;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Орехово-Борисово Северное;нет;нет;нет;нет;нет;нет;нет;нет;1037739140273;ГБОУ СОШ № 996;(495) 390-07-09;scheu996.mskobr.ru;sch996@sinergi.ru;;
17;496;496;DK____180;"ПКиО ""Сокольники""";3-й Лучевой просек, д.1 стр.1;1000;10891,0823;14520,0267;2100592;0;теннисный корт;;да;ежедневно с 10-00 до 21-00;деревянное;без освещения;нет;130 руб. - ракетки для настольного тенниса;;;0;парки (озелененные городские территории);Департамент культуры города Москвы;ВАО;Сокольники;нет;да;да;да;да;нет;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
18;563;563;DK____247;"Теннисный корт парк ""Сокольники""";ул. Сокольнический Вал 1с1;сведения отсутствуют;10682,1933;14567,5195;2109201;102286;теннисный корт;учебная стенка для большого тенниса;да;9:00-21:00;специальное;уличные столбы освещения;нет;1000 руб./час;;;17405;плоскостные спортивные сооружения;Департамент культуры города Москвы;ВАО;Сокольники;да;нет;нет;нет;да;да;нет;нет;1027700123285;ГАУК г.Москвы ПКиО «Сокольники»;(499) 268-54-30;www.park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
1;1518;1518;DOGM__926;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1028;Восточный / Вешняки / аллея Жемчуговой / Дом- 7;бесплатно;20670,3001;7387,5769;2122250;10299;теннисный корт;;нет;c 8:30-21:00;искусственное;уличные столбы освещения;нет;нет;;;10299;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;да;1037739331080;ГБОУ СОШ № 1028;(495) 370-51-00;нет;нет;;
2;2009;2009;DOGM__1417;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №813;Восточный / Вешняки / Снайперская ул. / Дом- 11А;бесплатно;19865,6753;5923,8039;2122227;10290;теннисный корт;;нет;с 10:00 до 18:00 кроме воскресенья;искусственное;без освещения;да;нет;;;10290;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Вешняки;нет;нет;нет;нет;нет;нет;нет;нет;1027739612339;ГБОУ СОШ № 813;(499) 373-64-61;sch813.mskobr.ru;sch813-1970@yandex.ru;;
3;4763;4763;MSPORT143;ГБУ «Дворец детского спорта» Москомспорта;Рабочая ул. 63;Разовое посещение пн-пт с 07.00 до 17.00 Дети до 18 лет 300 руб. Взрослый 600 руб.;11983,5111;8213,3069;;107038;теннисный корт;;да;Понедельник с 7:15 до 23:00 Вторник с 7:15 до 23:00 Среда с 7:15 до 23:00 Четверг с 7:15 до 23:00 Пятница с 7:15 до 23:00 Суббота с 7:15 до 23:00 Воскресенье с 7:15 до 23:00;специальное;прожекторное освещение;нет;сведения отсутствуют;55.74064882295843;37.68902446424094;39851;физкультурно-оздоровительные комплексы;Департамент физической культуры и спорта города Москвы;ЦАО;Таганский;нет;да;да;да;да;да;нет;да;1037739267830;"Государственное бюджетное учреждение ""Дворец детского спорта"" Департамента физической культуры и спорта города Москвы";(495) 671-50-78;dds-sport.ru;dds@mossport.ru;внесены изменения;
