0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
21;3897;3897;DOGM__3305;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Строительный колледж № 26;"Юго-Восточный / Люблино / Цимлянская ул. / Дом- 7; Стр- 1";бесплатно;17095,901;218,3363;2702830;11699;дорожка беговая-прогулочная;нет;нет;будни с 9:00 до 18:00;специальное;без освещения;да;нет;;;11699;учреждения среднего профессионального образования;Департамент образования города Москвы;ЮВАО;Люблино;нет;нет;нет;нет;нет;нет;нет;нет;1057723001731;ГБОУ СПО СК № 26;(495) 358-05-68;www.26kadr.ru;26@prof.educom.ru;;
23;2680;2680;DOGM__2088;"Государственное бюджетное образовательное учреждение высшего профессионального образования города Москвы ""Московский городской педагогический университет""";Северо-Восточный / Марьина Роща / Шереметьевская ул. / Дом- 66А;бесплатно;7422,2001;15520,3115;2126217;12283;дорожка беговая-прогулочная;;нет;с 10:00 до 20:00;искусственное;без освещения;да;нет;;;12283;ВУЗы;Департамент образования города Москвы;СВАО;Марьина Роща;нет;нет;нет;нет;нет;нет;нет;нет;1027700141996;"ГБОУ ВПО города Москвы ""Московский городской педагогический университет""";(499) 181-65-52;mgpu.ru;rectorat@mgpu.ru;;
24;4781;4781;MSPORT161;"Учебно-спортивная база ""Измайлово"" ГБОУ ДОДСН МГФСО Москомспорта";Первомайская аллея 2;сведения отсутствуют;16250,4143;12771,0041;;106954;дорожка беговая-прогулочная;;нет;"понедельник с 8:00 до 18:00; вторник с 8:00 до 18:00; среда с 8:00 до 18:00; четверг с 8:00 до 18:00; пятница с 8:00 до 18:00";асфальтовое, бетонное;без освещения;сведения отсутствуют;нет;55,7812462156;37,7559001034;39826;футбольные поля;Департамент физической культуры и спорта города Москвы;ВАО;Измайлово;нет;нет;нет;нет;да;нет;нет;нет;1027700174677;"Государственное бюджетное образовательное учреждение дополнительного образования детей спортивной направленности города Москвы Специализированная детско-юношеская спортивная школа олимпийского резерва ""Московское городское физкультурно-спортивное объедин";(499) 242-88-59;mgfso.ru;mgfso@mossport.ru;внесены изменения;
25;2031;2031;DOGM__1439;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 714;"Западный / Можайский / ул. Кубинка / Дом- 20; Корп- 1";бесплатно;-5650,5939;6232,6344;2127035;497;дорожка беговая-прогулочная;;нет;ежедневно с 15:00 до 21:00;специальное;без освещения;да;нет;;;497;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1037739223521;ГБОУ СОШ № 714;(495) 446-45-56;sch714.mskzapad.ru;school714@list.ru;;
52;2590;2590;DOGM__1998;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 302;Северо-Восточный / Алтуфьевский / Инженерная ул. / Дом- 16;бесплатно;5080,2004;23721,85;2108949;9869;дорожка беговая-прогулочная;;нет;круглосуточно;специальное;без освещения;да;нет;;;9869;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;нет;нет;нет;нет;1037739208517;ГБОУ СОШ №302;(499) 900-90-30;sch302sv.mskobr.ru;scool302@mail.ru;;
53;338;338;DK____22;Дорожка беговая на Стадионе;ул. Таганская, вл. 40-42;бесплатно;10668,0553;8040,6671;0;0;дорожка беговая-прогулочная;;нет;с 7:00 до 23:00;специальное;уличные столбы освещения;да;нет;;;0;парки (озелененные городские территории;Департамент культуры города Москвы;ЦАО;Таганский;нет;да;нет;да;да;нет;нет;нет;1027739718203;"ГАУК г. Москвы ПКиО ""Таганский""";(495) 912-27-17;www.parktaganskiy.ru;gpkiotag@mail.ru;Подтверждено;
54;2904;2904;DOGM__2312;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 885;"Северный / Тимирязевский / Дмитровское шоссе / Дом- 43; Корп- 2";бесплатно;4503,8251;18491,7112;2109704;11492;дорожка беговая-прогулочная;;нет;с 8:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;11492;общеобразовательные учреждения;Департамент образования города Москвы;САО;Тимирязевский;нет;нет;нет;нет;нет;нет;нет;нет;1027700515006;ГБОУ СОШ № 885;(499) 976-98-24;www.schs885.mskobr.ru;shkola885@mail.ru;;
40;4242;4242;DOGM__3650;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1927;Восточный / Новокосино / Салтыковская ул. / Дом- 13А;бесплатно;22904,0655;7790,1794;4000006;10372;дорожка беговая-прогулочная;;нет;с 10:00 до 21:00 (во внеучебное время);специальное;без освещения;да;нет;;;10372;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Новокосино;нет;нет;нет;нет;нет;нет;нет;нет;1027739331432;ГБОУ ЦО 1927;(495) 702-58-81;www.sch1927.ru;mail@sch1927.ru;;
41;483;483;DK____167;тропа здоровья;ул. Сокольнический вал, д.1;сведения отсутствуют;10278,5706;14644,9103;0;0;дорожка беговая-прогулочная;тропа здоровья;да;ежедневно с 08:00 до 23:00;отсыпное;уличные столбы освещения;да;200 руб. - велопрокат;;;0;дорожки велосипедные, беговые-прогулочные;Департамент культуры города Москвы;ВАО;Сокольники;нет;нет;нет;да;да;нет;нет;нет;1027700123285;"ГАУК г. Москвы ПКиО ""Сокольники""";(499) 393-92-22;park.sokolniki.com;info@park.sokolniki.com;Подтверждено;
42;383;383;DK____67;Спортивная площадка в Коломенском у МИФИ;проспект Андропова, д.39;нет;10187,6553;-1265,1435;0;0;дорожка беговая-прогулочная;;нет;с 08:00 до 22:00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;0;дорожки велосипедные, беговые-прогулочные;Департамент культуры города Москвы;ЮАО;Нагатинский Затон;нет;нет;нет;нет;нет;нет;нет;нет;1027700189087;МГОМЗ;(499) 612-11-55;www.mgomz.ru;info@mgomz.ru;Подтверждено;
43;3557;3557;DOGM__2965;Государственное бюджетное образовательное учреждение города Москвы Лицей № 1580 при МГТУ имени Н.Э.Баумана;Южный / Нагорный / Балаклавский просп. / Дом- 6А;бесплатно;7227,6554;-2820,3723;2131710;8343;дорожка беговая-прогулочная;;нет;"пон.-субб. с 18:00 до 21:00; воскр. с 10:00 до 21:00";асфальтовое, бетонное;без освещения;да;нет;;;8343;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Нагорный;нет;нет;нет;нет;нет;нет;нет;нет;1097746843985;ГОУ лицей № 1580 (при МГТУ им. Н.Э.Баумана);(495) 316-50-22;www.1580.ru;sch1580@sinergi.ru;;
55;1850;1850;DOGM__1258;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 846;Юго-Восточный / Печатники / ул. Полбина / Дом- 44;бесплатно;14393,573;1505,8395;2129877;9269;дорожка беговая-прогулочная;нет;нет;ежедневно с 8:00 до 21:00;искусственное;уличные столбы освещения;нет;нет;;;9269;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Печатники;нет;нет;нет;нет;нет;нет;нет;нет;1037700007696;ГБОУ СОШ № 846;(495) 354-28-07;schuv846mskobr.ru;sch846@mail.ru;;
56;1956;1956;DOGM__1364;Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 28;"Юго-Восточный / Печатники / ул. Полбина / Дом- 72; Стр- 1";бесплатно;14025,94;121,2634;2129149;11769;дорожка беговая-прогулочная;;нет;"будни с 17:00 до 20:00; выходные с 12:00 до 20:00";искусственное;без освещения;нет;нет;;;11769;учреждения среднего профессионального образования;Департамент образования города Москвы;ЮВАО;Печатники;нет;нет;нет;нет;нет;нет;нет;нет;1057723000158;Государственное автономное образовательное учреждение среднего профессионального образования города Москвы Технологический колледж № 28;(495) 354-90-29;www.k28.mskcollege.ru;28@prof.educom.ru;;
57;1338;1338;DOGM__746;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 773;Юго-Восточный / Печатники / ул. Полбина / Дом- 18;бесплатно;14537,2427;2362,6322;2129821;9261;дорожка беговая-прогулочная;;нет;с 8:00 до 21:00;специальное;без освещения;да;нет;;;9261;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Печатники;нет;нет;нет;нет;нет;нет;нет;нет;1027700579763;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 773;(495) 353-33-86;schuv773.mskobr.ru;773school@mail.ru;;
58;3140;3140;DOGM__2548;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 820;Северо-Западный / Покровское-Стрешнево / Тушинская ул. / Дом- 7;бесплатно;-3029,6552;17688,3008;2113819;9536;дорожка беговая-прогулочная;дорожка беговая-прогулочная;нет;"будни с 08:00 до 21:00; суббота с 08:00 до 21:00";искусственное;уличные столбы освещения;да;нет;;;9536;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Покровское-Стрешнево;нет;нет;нет;нет;нет;нет;нет;нет;1037739020164;ГБОУ СОШ № 820;(495) 491-76-33;sch820.mskobr.ru;sch820@szouo.ru;;
59;659;659;DOGM__67;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа надомного обучения"" № 410";Северо-Восточный / Ростокино / ул. Докукина / Дом- 5А;бесплатно;9720,4375;18976,1238;2125335;9941;дорожка беговая-прогулочная;нет;нет;будни с 9:00 до 18:00;специальное;без освещения;нет;нет;;;9941;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Ростокино;нет;нет;нет;нет;нет;нет;нет;нет;1027700539130;ГБОУ СОШНО № 410;(499) 187-89-97;shnd410sv.mskobr.ru;sch410@yandex.ru;;
60;3243;3243;DOGM__2651;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 352;Северо-Восточный / Ростокино / Малахитовая ул. / Дом- 15;бесплатно;10374,0162;18321,2684;2124944;9875;дорожка беговая-прогулочная;;нет;8:30-21:00;специальное;без освещения;да;нет;;;9875;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Ростокино;нет;нет;нет;нет;нет;нет;нет;нет;1027700542968;ГБОУ СОШ № 352;(499) 187-49-33;sch352sv.mskobr.ru;sch352@yandex.ru;;
26;4232;4232;DOGM__3640;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 39;"Юго-Западный / Академический / ул. Дмитрия Ульянова / Дом- 35; Стр- 2";бесплатно;5637,922;1952,9067;3000440;11710;дорожка беговая-прогулочная;;нет;"будни с 16:00 до 22:00; суббота с 16:00 до 22:00; воскресенье с 10:00 до 22:00";асфальтовое, бетонное;уличные столбы освещения;да;нет;;;11710;учреждения среднего профессионального образования;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1057728022582;ГБОУ СПО Политехнический колледж №39;(499) 125-31-62;www.college39.ru;39@prof.educom.ru;;
27;3591;3591;DOGM__2999;Государственное бюджетное образовательное учреждение города Москвы гимназия № 625;"Юго-Западный / Академический / ул. Шверника / Дом- 17; Корп- 2";бесплатно;5979,463;2779,9063;2108431;10450;дорожка беговая-прогулочная;;нет;8:00-21:00;искусственное;прожекторное освещение;да;нет;;;10450;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1027739050866;ГБОУ гимназия № 625;"(499) 126-48-20; (499) 126-21-11";gymg625.mskobr.ru;gimnaziya_625@mail.ru;;
28;1037;1037;DOGM__445;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1534;Юго-Западный / Академический / ул. Кедрова / Дом- 11;бесплатно;4770,9212;1974,852;2108474;9519;дорожка беговая-прогулочная;;нет;8:00-21:00;специальное;без освещения;да;нет;;;9519;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739633634;ГБОУ гимназия 1534;(499) 124-43-07;www.gym1534.ru;school1534@mail.ru;;
29;2813;2813;DOGM__2221;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 584;"Юго-Западный / Академический / Профсоюзная ул. / Дом- 24; Корп- 4";бесплатно;4008,9275;1499,6023;2108360;9371;дорожка беговая-прогулочная;;нет;c 9:00 до 21:00;специальное;без освещения;да;нет;;;9371;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1027739898471;ГБОУ СОШ № 584;(499) 125-59-21;sch584.ru;sch584@mosuzedu.ru;;
30;4444;4444;DOGM__3852;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;"Юго-Западный / Академический / ул. Шверника / Дом- 10; Стр- 1";бесплатно;5514,4135;2780,1925;2108500;9313;дорожка беговая-прогулочная;беговая дорожка с разметкой;нет;15:00-20:00;специальное;без освещения;да;нет;;;9313;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739297848;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;(499) 126-01-10;"schuz102.mskobr.ru; 102school.ru";slisowsk@mail.ru;;
31;4120;4120;DOGM__3528;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 521;Юго-Западный / Академический / Новочерёмушкинская ул. / Дом- 3;бесплатно;5683,5855;2496,1958;2108496;9340;дорожка беговая-прогулочная;;нет;с 8:00 до 21:00 для всех желающих в свободное от школьных занятий время;специальное;уличные столбы освещения;да;нет;;;9340;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1127746678234;ГБОУ СОШ № 521;(499) 126-04-48;school-521.ucoz.ru;school521@bk.ru;;
32;650;650;DOGM__58;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 308;Северо-Восточный / Алексеевский / Новоалексеевская ул. / Дом- 6;бесплатно;9010,2501;15597,3347;2301610;9873;дорожка беговая-прогулочная;;нет;"будни с 8:00 до 22:00; выходные с 10:00 до 22:00";специальное;уличные столбы освещения;да;нет;;;9873;плоскостные спортивные сооружения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;нет;1027739653149;Государственное образовательное бюджетное учреждение города Москвы средняя общеобразовательная школа № 308;(495) 687-54-12;sch308sv.mskobr.ru;info@school308.ru;;
33;1465;1465;DOGM__873;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1503;Северо-Восточный / Алексеевский / ул. Павла Корчагина / Дом- 18;бесплатно;10307,2614;16811,5415;2125191;11385;дорожка беговая-прогулочная;;нет;с 9:00 до 20:00;специальное;уличные столбы освещения;да;нет;;;11385;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алексеевский;нет;нет;нет;нет;нет;нет;нет;да;1027700353878;ГБОУ гимназия № 1503;(495) 683-46-58;1503.msk.ru;sch_1503@gor.educom.ru;;
34;1288;1288;DOGM__696;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1049;Юго-Восточный / Марьино / Донецкая ул. / Дом- 14;бесплатно;13517,2086;-1791,7198;2129822;9280;дорожка беговая-прогулочная;;нет;"будни с 7:00 до 21:00; выходные с 9:00 до 21:00";специальное;уличные столбы освещения;нет;нет;;;9280;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037723016121;ГБОУ СОШ № 1049;(499) 357-11-40;schuv1049.mskobr.ru;school1049@yandex.ru;;
35;4037;4037;DOGM__3445;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1142;Юго-Восточный / Марьино / ул. Перерва / Дом- 36;бесплатно;14955,8356;-1815,4456;2131292;9295;дорожка беговая-прогулочная;;нет;ежедневно с 8:00 до 21:00;специальное;без освещения;нет;нет;;;9295;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037739320255;ГБОУ СОШ № 1142;(499) 356-35-81;schuv1142.mskobr.ru;school1142@mail.ru;;
36;3088;3088;DOGM__2496;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1566;"Юго-Восточный / Марьино / Мячковский бульв. / Дом- 14; Корп- 3";бесплатно;16139,0013;-1763,965;2136147;9393;дорожка беговая-прогулочная;;нет;с 09:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;9393;общеобразовательные учреждения;Департамент образования города Москвы;ЮВАО;Марьино;нет;нет;нет;нет;нет;нет;нет;нет;1037739184460;ГБОУ гимназия №1566;(499) 784-88-69;gymuv1566.mskobr.ru;gymnasium_1566@mail.ru;;
37;2257;2257;DOGM__1665;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1062;"Северо-Западный / Митино / Дубравная ул. / Дом- 41; Корп- 4";бесплатно;-8476,4456;19430,9477;3300005;12227;дорожка беговая-прогулочная;нет;нет;с 08:30 до 21:00;асфальтовое, бетонное;без освещения;да;нет;;;12227;общеобразовательные учреждения;Департамент образования города Москвы;СЗАО;Митино;нет;нет;нет;нет;нет;нет;нет;нет;1127746676298;ГБОУ СОШ № 1062;(495) 752-69-98;нет;нет;;
38;3903;3903;DOGM__3311;"Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Педагогический колледж № 18 ""Митино""";"Северо-Западный / Митино / Митинская ул. / Дом- 45; Корп- 3";бесплатно;-9319,4933;20377,4642;3301038;8757;дорожка беговая-прогулочная;;нет;с 8:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;8757;учреждения среднего профессионального образования;Департамент образования города Москвы;СЗАО;Митино;нет;да;нет;нет;да;нет;нет;нет;1037739346776;"ГБОУ СПО Педагогический колледж № 18 ""Митино""";(495) 751-90-04;pk18.mskcollege.ru;pk18@prof.educom.ru;;
39;2093;2093;DOGM__1501;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением информатики № 1351;Восточный / Новокосино / Суздальская ул. / Дом- 22Б;бесплатно;22561,0862;8316,4983;2122248;10392;дорожка беговая-прогулочная;;нет;с 10:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10392;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Новокосино;нет;нет;нет;нет;нет;нет;нет;нет;1037739275870;ГБОУ СОШ № 1351;(495) 701-03-60;schu1351.mskobr.ru;schooll1351@mail.ru;;
50;5381;5381;SVAO__302;беговая дорожка;Инженерная ул. 16;бесплатно;5074,6493;23792,1152;;0;дорожка беговая-прогулочная;беговая дорожка по адресу: Инженерная ул. 16;нет;08:00-22:00;искусственное;прожекторное освещение;да;нет;55,88046;37,57966;0;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;да;нет;нет;нет;1037739208517;ГБОУ СОШ №302;(499) 900-90-30;www.sch961sv.mskobr.ru;scool302@mail.ru;Внесены изменения;Изменение покрытия, длины и ширины
51;5309;5309;SVAO__230;"беговая дорожка ""Костромская ул. 14Г""";Костромская ул. 14Г;бесплатно;6076,3638;24232,1182;;0;дорожка беговая-прогулочная;"беговая дорожка ""Костромская ул. 14Г""";нет;08:00-22:00;отсыпное;прожекторное освещение;да;нет;55,88462;37,5955;0;дорожка беговая проглулочная;Департамент образования города Москвы;СВАО;Алтуфьевский;нет;нет;нет;нет;да;нет;нет;нет;1037739776084;ГБОУ СОШ №1370;(499) 901-21-20;www.schu1370sv.mskobrr.ru;School1370@yandex.ru;Внесены изменения;Уточнен адрес
