0_OBJECTID;0_UIDNFTN;0_Код;0_АС УР OLD_ID;0_Наименование объекта;1_Адресный ориентир;1_Стоимость посещения;0_Координата X;0_Координата Y;0_УНОМ БТИ;0_ID спортивной зоны/зоны отдыха;0_Тип спортивной зоны/зоны отдыха;0_Название спортивной зоны/зоны отдыха;1_Наличие проката оборудования и инвентаря (да/нет);1_Время работы;1_Тип покрытия;1_Освещение;1_Наличие бесплатных занятий (да/нет);1_Стоимость проката оборудования и инвентаря (указать наименование);0_Уточненные координаты (широта);0_Уточненные координаты  (долгота);0_ID объекта;0_Тип объекта;1_Ведомственная принадлежность;1_Округ;1_Район;1_Наличие сервиса технического обслуживания инвентаря (да/нет);1_Наличие раздевалки (да/нет);1_Наличие звукового сопровождения (да/нет);1_Наличие точки питания (да/нет);1_Наличие туалета (да/нет);1_Наличие точки доступа в интернет, Wi-Fi (да/нет);1_Наличие банкомата (да/нет);1_Наличие медпункта (да/нет);1_ОГРН эксплуатирующей организации;1_Наименование эксплуатирующей организации, предоставляющей услугу по спортивной зоне/зоне объекта;1_Телефон эксплуатирующей организации;1_Сайт эксплуатирующей организации;1_Электронная почта эксплуатирующей организации;0_Статус;0_Комментарии
76;1176;1176;DOGM__584;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 723;Восточный / Восточное Измайлово / Нижняя Первомайская ул. / Дом- 51;бесплатно;19674,7957;13899,8427;2115707;10278;поле футбольное;;нет;с 08.00 до 22.00 ежедневно;специальное;уличные столбы освещения;да;нет;;;10278;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Восточное Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1037739195207;ГБОУ СОШ № 723;(495) 465-30-61;sch723.mskobr.ru;n.kameneva@school723.ru;;
77;1218;1218;DOGM__626;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 734 ""Школа самоопределения""";Восточный / Восточное Измайлово / Сиреневый бульв. / Дом- 58А;бесплатно;20441,1184;15008,7656;2115603;10442;поле футбольное;;нет;с 8:00 до 21:00;специальное;уличные столбы освещения;да;нет;;;10442;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Восточное Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1027739595025;"ГБОУ ЦО №734 ""Школа самоопределения""";(499) 461-06-23;www.734.msk.ru;school734@ya.ru;;
78;1267;1267;DOGM__675;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 1811 ""Измайлово""";Восточный / Восточное Измайлово / Первомайская ул. / Дом- 111;бесплатно;19850,9318;14173,4349;2115777;10443;поле футбольное;нет;нет;8.30-21.00, воскресенье 9.00-21.00;специальное;уличные столбы освещения;нет;нет;;;10443;плоскостные спортивные сооружения;Департамент образования города Москвы;ВАО;Восточное Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1027739507982;"ГБОУ ЦО № 1811 ""Измайлово""";(495) 465-14-49;cog1811.mskobr.ru;school-1811@mail.ru;;
105;3612;3612;DOGM__3020;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199;"Юго-Западный / Академический / ул. Дмитрия Ульянова / Дом- 15; Корп- 1";бесплатно;4612,4305;2570,6808;2108355;10421;поле футбольное;нет;нет;"будни: 8.30-20.00; выходные 10.00-20.00";искусственное;уличные столбы освещения;да;нет;;;10421;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739633535;ГБОУ СОШ №199;(499) 126-09-80;schg199.mskobr.ru;sch199@mail.ru;;
107;4125;4125;DOGM__3533;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;"Юго-Западный / Академический / ул. Шверника / Дом- 10; Стр- 1";бесплатно;5514,4135;2780,1925;2108500;9313;поле футбольное;;нет;18.00-20.00;искусственное;уличные столбы освещения;да;нет;;;9313;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739297848;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102;(499) 126-01-10;"schuz102.mskobr.ru; 102school.ru";slisowsk@mail.ru;;
108;1035;1035;DOGM__443;Государственное бюджетное образовательное учреждение города Москвы гимназия № 1534;Юго-Западный / Академический / ул. Кедрова / Дом- 11;бесплатно;4770,9212;1974,852;2108474;9519;поле футбольное;;нет;8.00-21.00;специальное;без освещения;да;нет;;;9519;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739633634;ГБОУ гимназия 1534;(499) 124-43-07;www.gym1534.ru;school1534@mail.ru;;
96;1304;1304;DOGM__712;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 589;Западный / Можайский / ул. Говорова / Дом- 7;бесплатно;-6538,998;5707,7307;2127030;484;поле футбольное;футбольное поле;нет;ежедневно с 09:00 до 20:00;травяное;без освещения;нет;нет;;;484;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1027739710025;ГБОУ СОШ № 589;(495) 446-20-79;sch589.mskzapad.ru;sch589@bk.ru;;
97;2716;2716;DOGM__2124;Государственное бюджетное образовательное учреждение города Москвы основная общеобразовательная школа № 740;Северный / Молжаниновский / Охтинский пр. / Дом- 6;бесплатно;-6875,0551;28853,815;2112257;11485;поле футбольное;футбольное поле;нет;учебное время;грунтовое;без освещения;да;нет;;;11485;общеобразовательные учреждения;Департамент образования города Москвы;САО;Молжаниновский;нет;нет;нет;нет;нет;нет;нет;нет;1027739341948;ГБОУ ООШ №740 г. Москвы;(495) 571-32-79;oschs740.mskobr.ru;galina62_na@mail.ru;;
98;5021;5021;SAO___184;поле футбольное;3-я Подрезковская ул. 14;бесплатно;-8861,5118;30401,1555;0;98508;поле футбольное;поле футбольное;нет;не установлено;травяное;без освещения;да;нет;;;18326;междворовые спортивные площадки;муниципалитет;САО;Молжаниновский;нет;да;нет;нет;нет;нет;нет;нет;3125029030101;ИП Бойко О.Е.;(495) 500-19-72;нет;molg_mun@mail.ru;Внесены изменения;
99;1822;1822;DOGM__1230;"Государственное бюджетное образовательное учреждение города Москвы центр социально-трудовой адаптации и профориентации ""Академический""";"Юго-Западный / Академический / ул. Гримау / Дом- 11А; Стр- 1";бесплатно;5205,0095;2268,7637;2108468;9787;поле футбольное;;нет;ежедневно с 08:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;9787;футбольные поля;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1037739347084;"ГБОУ ЦСТАиПО ""Академический""";(499) 126-11-01;akadem.pc.mskobr.ru;muk23@mosuzedu.ru;;
100;1272;1272;DOGM__680;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 4;Юго-Западный / Академический / Профсоюзная ул. / Дом- 9А;бесплатно;4574,8785;1687,3656;2108483;9284;поле футбольное;нет;нет;8.00-21.00;искусственное;уличные столбы освещения;нет;нет;;;9284;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1027739572255;ГБОУ СОШ№4;(499) 125-37-94;school4mosuzedu.ru;moschool4@yandex.ru;;
101;2264;2264;DOGM__1672;Государственное бюджетное образовательное учреждение города Москвы гимназия № 625;"Юго-Западный / Академический / ул. Шверника / Дом- 17; Корп- 2";бесплатно;5979,463;2779,9063;2108431;10450;поле футбольное;;нет;8.00-21.00;искусственное;прожекторное освещение;да;нет;;;10450;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1027739050866;ГБОУ гимназия № 625;"(499) 126-48-20; (499) 126-21-11";gymg625.mskobr.ru;gimnaziya_625@mail.ru;;
110;3185;3185;DOGM__2593;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 521;Юго-Западный / Академический / Новочерёмушкинская ул. / Дом- 3;бесплатно;5683,5855;2496,1958;2108496;9340;поле футбольное;;нет;с 8-00 до 21-00 для желающих в свободное от заняти школьников время;специальное;уличные столбы освещения;да;нет;;;9340;общеобразовательные учреждения;Департамент образования города Москвы;ЮЗАО;Академический;нет;нет;нет;нет;нет;нет;нет;нет;1127746678234;ГБОУ СОШ № 521;(499) 126-04-48;school-521.ucoz.ru;school521@bk.ru;;
111;1461;1461;DOGM__869;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк ""Усадьба Трубецких в Хамовниках""";Центральный / Хамовники / Усачёва ул. / Дом- 1;бесплатно;4898,9656;6856,3669;2101341;9749;поле футбольное;;нет;с 09.00 до 21.00 без выходных;специальное;уличные столбы освещения;да;нет;;;9749;учреждения (центры) дополнительного образования;Департамент образования города Москвы;ЦАО;Хамовники;нет;нет;нет;нет;да;нет;нет;нет;1037739214611;"Государственное бюджетное образовательное учреждение города Москвы дом детского творчества ""Парк Усадьба Трубецких в Хамовниках""";(495) 637-00-48;dp-hamovniki.dop.mskobr.ru;dp_hamovniki@mail.ru;;
112;3784;3784;DOGM__3192;Государственное бюджетное образовательное учреждение города Москвы Детский сад компенсирующего вида № 2107;Центральный / Хамовники / Комсомольский просп. / Дом- 47А;бесплатно;4754,6751;5776,7138;2101301;11111;поле футбольное;;нет;с 7.00 до 19.00 сб.вс. выходной;специальное;прожекторное освещение;да;нет;;;11111;дошкольные учреждения;Департамент образования города Москвы;ЦАО;Хамовники;нет;нет;нет;нет;нет;нет;нет;нет;1027739824727;детский сад № 2107;(499) 242-16-20;dskvp2107.mskobr.ru;detskisad2107@rambler.rui;;
113;4110;4110;DOGM__3518;"Государственное бюджетное образовательное учреждение города Москвы центр образования № 57 ""Пятьдесят седьмая школа""";Центральный / Хамовники / пер. Хользунова / Дом- 8;бесплатно;5209,6994;7040,8976;4303025;11641;поле футбольное;;нет;09:00 - 21:00;специальное;уличные столбы освещения;нет;нет;;;11641;общеобразовательные учреждения;Департамент образования города Москвы;ЦАО;Хамовники;нет;нет;нет;нет;нет;нет;нет;нет;1037700028849;"ГБОУ ЦО № 57 ""Пятьдесят седьмая школа""";(495) 691-85-72;sch57.msk.ru;co.school57@yandex.ru;;
80;3808;3808;DOGM__3216;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1444;Северо-Восточный / Лосиноостровский / Анадырский пр. / Дом- 51;бесплатно;12889,5398;23623,9341;2124949;9948;поле футбольное;межшкольный стадион ГБОУ ЦО №1444;нет;c 9:00 до 21:00;искусственное;уличные столбы освещения;да;нет;;;9948;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;да;нет;нет;1027739440013;ГБОУ ЦО №1444;(495) 474-61-11;co1444sv.mskobr.ru;centeduc1444@yandex.ru;;
81;2660;2660;DOGM__2068;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 762;Северо-Восточный / Лосиноостровский / Норильская ул. / Дом- 4;бесплатно;12405,9397;23271,6746;2125005;9887;поле футбольное;;нет;ежедневно с 8-00 до 21-00;отсыпное;уличные столбы освещения;да;нет;;;9887;общеобразовательные учреждения;Департамент образования города Москвы;СВАО;Лосиноостровский;нет;нет;нет;нет;нет;нет;нет;нет;1027739711636;ГБОУ СОШ № 762;(495) 474-79-24;sch762.svao.mskobr.ru;sch762@yandex.ru;;
82;2681;2681;DOGM__2089;"Государственное бюджетное образовательное учреждение высшего профессионального образования города Москвы ""Московский городской педагогический университет""";Северо-Восточный / Марьина Роща / Шереметьевская ул. / Дом- 66А;бесплатно;7422,2001;15520,3115;2126217;12283;поле футбольное;;нет;с 10:00 до 20:00;искусственное;без освещения;да;нет;;;12283;ВУЗы;Департамент образования города Москвы;СВАО;Марьина Роща;нет;нет;нет;нет;нет;нет;нет;нет;1027700141996;"ГБОУ ВПО города Москвы ""Московский городской педагогический университет""";(499) 181-65-52;mgpu.ru;rectorat@mgpu.ru;;
83;1381;1381;DOGM__789;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 707;Восточный / Измайлово / Никитинская ул. / Дом- 7;бесплатно;17268,1445;14524,5244;2115890;10276;поле футбольное;школьный стадион;нет;с 9.00 до 21.00;асфальтовое, бетонное;уличные столбы освещения;да;нет;;;10276;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Измайлово;нет;нет;нет;нет;да;да;нет;нет;1037739631137;ГБОУ СОШ № 707;(499) 165-88-32;schv707.mskobr.ru;707kutovaya@gmail.com;;
84;4043;4043;DOGM__3451;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 646;Восточный / Измайлово / Измайловский бульв. / Дом- 7;бесплатно;18009,1116;14573,2055;2115765;10229;поле футбольное;футбольное поле;нет;будни c 9:30 до 15:30;грунтовое;без освещения;нет;нет;;;10229;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1037739445083;ГБОУ СОШ №646;(499) 163-15-97;www.s646.ru;s0646@yandex.ru;;
85;3336;3336;DOGM__2744;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 403;Восточный / Измайлово / Сиреневый бульв. / Дом- 20;бесплатно;18340,757;15034,262;2115721;10189;поле футбольное;;нет;будни с 12-00 до 22-00, выходные 10-00 до 22-00;специальное;уличные столбы освещения;да;нет;;;10189;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1037739350021;Государственное образовательное учреждение средняя общеобразовательная школа №403;(499) 164-67-01;schv403.mskobr.ru;school403@mail.ru;;
86;3599;3599;DOGM__3007;Государственное бюджетное образовательное учреждение города Москвы Измайловская гимназия №1508;Восточный / Измайлово / Первомайская ул. / Дом- 65;бесплатно;18658,6856;14163,8801;2115585;10397;поле футбольное;;нет;8.00-20.00;специальное;без освещения;нет;нет;;;10397;общеобразовательные учреждения;Департамент образования города Москвы;ВАО;Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;1037700237728;ГБОУ Измайловская гимназия №1508;(499) 367-21-09;gymv1508.mskobr.ru;ooig1508@yandex.ru;;
87;4513;4513;DPIOOS17;"ПИП ""Измайловский""Лесопарк ""Измайлово""";Измайловский просп. 56;нет;20746,0837;14460,6393;2116274;90689;поле футбольное;"лесопарк ""Измайлово""";нет;Круглосуточно;натуральное;без освещения;да;нет;;;;парки (озелененные городские территории;Департамент природопользования и охраны окружающей среды города Москвы;ВАО;Измайлово;нет;нет;нет;нет;нет;нет;нет;нет;сведений нет;"Санитарное состояние ГБУ ""Автодороги ВАО"" Текущий ремонт - ""ООО СпецАвтоЗеленСтрой""";(499) 268-51-58;нет;jagc@mail.ru;Внесены изменения;
88;3561;3561;DOGM__2969;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 888;Западный / Можайский / ул. Ращупкина / Дом- 3;бесплатно;-3408,8784;6432,6819;2127034;519;поле футбольное;;нет;ежедневно с 16.00 до 22.00;асфальтовое, бетонное;без освещения;нет;нет;;;519;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1037739145729;ГБОУ СОШ № 888;(495) 443-73-93;sch888.mskzapad.ru;sch888@mail.ru;;
89;4060;4060;DOGM__3468;Государственное бюджетное образовательное учреждение среднего профессионального образования города Москвы Политехнический колледж № 42;Западный / Можайский / Гродненская ул. / Дом- 5;бесплатно;-3936,972;5625,7669;2127040;11716;поле футбольное;;нет;10:00-16:30;асфальтовое, бетонное;без освещения;нет;нет;;;11716;учреждения начального профессионального образования;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1057730000000;ГБОУ среднего профессионального образования Политехнический колледж №42;(495) 440-19-16;pk42.ru;42@prof.educom.ru;;
90;2050;2050;DOGM__1458;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 61;"Западный / Можайский / Рябиновая ул. / Дом- 8; Корп- 2";бесплатно;-4930,2927;5568,9496;2127011;452;поле футбольное;нет;нет;будни с 8.00 до 18.00;грунтовое;без освещения;нет;нет;;;452;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1027700483194;ГБОУ СОШ № 61;(495) 443-32-14;sch61.mskzapad.ru;sch61@bk.ru;;
91;3641;3641;DOGM__3049;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 714;"Западный / Можайский / ул. Кубинка / Дом- 20; Корп- 1";бесплатно;-5650,5939;6232,6344;2127035;497;поле футбольное;;нет;ежедневно с 15:00 до 21:00;искусственное;без освещения;да;нет;;;497;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1037739223521;ГБОУ СОШ № 714;(495) 446-45-56;sch714.mskzapad.ru;school714@list.ru;;
133;3914;3914;DOGM__3322;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1103 имени Героя Российской Федерации А.В. Соломатина;"Юго-Западный / Ясенево / Литовский бульв. / Дом- 44; Корп- 2";бесплатно;2773,1854;-6666,4209;3000597;9432;поле футбольное;;нет;8.00-22.00;асфальтовое, бетонное;без освещения;нет;нет;;;9432;футбольные поля;Департамент образования города Москвы;ЮЗАО;Ясенево;нет;нет;нет;нет;нет;нет;нет;нет;1037739437560;ГБОУ СОШ № 1103;(495) 426-88-11;нет;нет;;
93;3485;3485;DOGM__2893;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 811;Западный / Можайский / Беловежская ул. / Дом- 7;бесплатно;-6201,9035;4988,9666;2127009;509;поле футбольное;;нет;с 7:00 до 22:00;искусственное;без освещения;да;нет;;;509;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1027739794169;ГБОУ СОШ № 811;(495) 446-23-94;sch811.mskzapad.ru;school811@mail.ru;;
94;3681;3681;DOGM__3089;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 65;Западный / Можайский / ул. Кутузова / Дом- 20;бесплатно;-5264,9174;6202,8637;2127036;455;поле футбольное;;нет;ежедневно с 8:00 до 21:00;песчаное;уличные столбы освещения;да;нет;;;455;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1037739243630;ГБОУ СОШ № 65;(495) 447-12-57;sch65.mskzapad.ru;school65.05@mail.ru;;
95;1238;1238;DOGM__646;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 384 имени Д.К.Корнеева";"Западный / Можайский / Беловежская ул. / Дом- 67; Стр- 2";бесплатно;-6317,9895;4685,4641;3202145;479;поле футбольное;нет;нет;08:00-20:00;специальное;без освещения;нет;нет;;;479;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Можайский;нет;нет;нет;нет;нет;нет;нет;нет;1027700572756;ГБОУ СОШ №384;(495) 446-23-84;schz384.mskzapad.ru;sch384@narod.ru;;
58;2575;2575;DOGM__1983;"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа ""Школа здоровья"" № 554";"Юго-Западный / Зюзино / Болотниковская ул. / Дом- 47; Корп- 2";бесплатно;5270,7678;-653,5223;2108404;0;поле футбольное;;нет;ежедневно с 8.30 до 18.00;специальное;без освещения;да;нет;;;0;общеобразовательные учреждения;сведения отсутствуют;ЮЗАО;Зюзино;нет;нет;нет;нет;нет;нет;нет;нет;10227739478095;ГБОУ СОШ №554;(499) 121-70-72;www.sch554.mosuzedu.ru;school554@mosuzedu.ru;;
59;1641;1641;DOGM__1049;Государственное бюджетное образовательное учреждение города Москвы прогимназия № 1736;"Южный / Зябликово / ул. Мусы Джалиля / Дом- 29; Корп- 3";бесплатно;15689,9749;-5598,8456;2122881;7223;поле футбольное;;нет;будни с 18.30 до 21.00, выходные с 09.00-21.00;искусственное;без освещения;да;нет;;;7223;общеобразовательные учреждения;Департамент образования города Москвы;ЮАО;Зябликово;нет;нет;нет;нет;нет;нет;нет;нет;1027739922495;ГБОУ прогимназия № 1736;(499) 725-35-56;sch1736edusite.ru;sch1736@sinergi.ru;;
69;1125;1125;DOGM__533;Государственное бюджетное образовательное учреждение города Москвы центр образования № 1497;"Западный / Филевский Парк / ул. Барклая / Дом- 15; Корп- 3";бесплатно;-318,8293;8630,8887;2127876;11409;поле футбольное;;нет;08:00-22:00;грунтовое;прожекторное освещение;да;нет;;;11409;общеобразовательные учреждения;Департамент образования города Москвы;ЗАО;Филёвский Парк;нет;нет;нет;нет;нет;нет;нет;нет;1037730000000;ГБОУ ЦО № 1497;(499) 145-14-87;co1497.mskzapad.ru;co1497@mail.ru;;
