№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
11	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1130	109429, Москва, Капотня, IV квартал, дом 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 355-74-74; (495) 355-79-70	http://dsuv1130.mskobr.ru
12	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1163	109559, г.Москва, ул. Совхозная, д. 16, к. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	358-11-56	http://detsad1163.ru
13	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1187	109033, Москва, Золоторожская наб., 36а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 362-22-61	http://www.ds1187.uvuo.ru
14	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1264	115432, г.Москва, ул. Трофимова,д.11	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 679-06-67; (495) 600-91-92	http://dsuv1264.mskobr.ru
15	Государственное бюджетное образовательное учреждение города Москвы детский сад № 379	117463, г.Москва, ул. Паустовского, д.8, корп.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	421-53-77	http//ds379.ru
16	Государственное бюджетное образовательное учреждение города Москвы детский сад № 433	117449, г. Москва, ул. Винокурова, дом 3А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	126-32-38	http://ds1216.ru
17	Государственное бюджетное образовательное учреждение города Москвы детский сад № 646	119313, г.Москва, Ленинский проспект, д. 91 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	138-28-60	http://www.detsad646.com
18	Государственное  бюджетное образовательное учреждение города Москвы детский сад № 1283	109651, г. Москва, Новочеркасский б-р, д.24	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 357-42-61	https//ds1283.uvuo.ru
19	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1304	109518, Москва, Саратовская д.3, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	177-77-20	http://dsuv1304.mskobr.ru
20	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1308	111020,  г. Москва Ухтомская ул., д. 4а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	360-40-58	http://www.ds1308.uvuo.ru
21	Государственное бюджетное образовательное учреждение города Москвы детский сад № 946	117216, г.Москва, ул. Старокачаловская, д. 1Г	Бюджетное	Дошкольное образовательное учреждение	Детский сад	711-37-90	http://ds946.ru
22	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1343	109129, г. Москва ул. Волжский бульвар д.34 стр.1.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 178-60-28; (499) 178-77-74	http://ds1343.uvuo.ru
23	Государственное бюджетное образовательное учреждение города Москвы детский сад № 949	117342, г. Москва, ул. Введенского, д. 12 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	334-92-72	http://ds1989.ucoz.ru
24	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2327	109144, г. Москва, ул. Люблинская д.163/1 корп.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 349-69-38; (495) 345-75-11	http://www.sad2327.ru
25	Государственное бюджетное образовательное учреждение города Москвы детский сад № 60	117638 г. Москва, ул. Криворожская, д.9а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 613-62-76	http://dou60.edusite.ru
26	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2540	119618, г.Москва, ул. Богданова, д. 10, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 727-70-65; (499) 727-74-83	http://ds2540.mskzapad.ru
27	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2653	119634, г. Москва, ул. Лукинская, д. 14, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 739-09-26	http://ds2653.mskzapad.ru/
28	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2694	117335, г.Москва, улица Архитектора Власова, дом 11, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад		http://ds2694.ru
29	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1553	127434, г. Москва, Красностуденческий проезд, дом 2а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 977-80-92	http://ds1553mskobr.ru
30	Государственное бюджетное образовательное учреждение города Москвы детский сад № 306	105118 Москва, 9-я улица Соколиной Горы, д 17А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 365-49-92	http://www.ds306.ru
31	Государственное бюджетное образовательное учреждение города Москвы детский сад № 24	107370, Москва, Открытое шоссе,д.1, корп.17	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 168-69-30; (499) 168-47-60	http://www.ds2065.mskobr.ru
32	Государственное бюджетное образовательное учреждение города Москвы детский сад № 140	105187, г.Москва,ул.Зверинецкая, д.31 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 369-58-78	http://dvs140.mskobr.ru
33	Государственное бюджетное образовательное учреждение города Москвы детский сад № 240	105264,Москва,ул.Верхняя Первомайская,д.57А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 465-66-33	http://www.ds240.mskobr.ru
34	Государственное бюджетное образовательное учреждение города Москвы детский сад № 354	111123,г. Москва, ул.1-я Владимирская, д. 14А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	306-40-25	http://www.ds354.mskobr.ru
35	Государственное бюджетное образовательное учреждение города Москвы детский сад № 461	105264, г.Москва, ул. 7-я Парковая, д.30/24.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	164-68-65	http//www.detsad461.ru
36	Государственное бюджетное образовательное учреждение города Москвы детский сад № 475	105077,г.Москва,улица Средняя Первомайская,дом 29а.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	465-92-41	http://www.ds475.mskobr.ru
37	Государственное бюджетное образовательное учреждение города Москвы детский сад №575	105425,Москва,5-я Парковая улица,д.57а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	164-48-50	http://www.ds575.mskobr.ru
38	Государственное бюджетное образовательное учреждение города Москвы детский сад № 759	111402, г. Москва, Вешняковская улица дом 6А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 375-25-94	http://www.ds759.mskobr.ru
39	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 338	105215, г. Москва, 11-я Парковая улица, дом  53А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 164-57-41	http://dsvo338.mskobr.ru
40	Государственное бюджетное образовательное учреждение города Москвы детский сад № 219	119334, г.Москва, Проспект 60-летия Октября, д.3, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	135-33-40	http://www.detsad219.ru
41	Государственное бюджетное образовательное учреждение города Москвы детский сад № 313	117303, г.Москва, ул. Каховка, дом 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	318-98-09	http://detsad313.mosuzedu.ru
42	Государственное бюджетное образовательное учреждение города Москвы детский сад № 689	117342, г. Москва, ул.Введенского, 11 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	333-25-16	http://ds689.ru
43	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1052	117574, г.Москва, Новоясеневский проспект, дом 12, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	423-36-00	http://gou1052sad.ucoz.ru
44	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1379	117588, Москва, Новоясеневский проспект, д.3, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	426-19-11	http://www.ds1379.ru
45	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1450	117574, г.Москва, улица Голубинская, дом 7, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	422-09-75	http://www.detsad1450.ru
46	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2393	117042, г. Москва, ул. Южнобутовская, д.72, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	715-46-59	http://ds2393.ru
47	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2642	125299, г. Москва, ул. Клары Цеткин, д. 15Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 601-46-94	http://ds2642.mskobr.ru/
48	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1831	103051 г.Москва, ул. Трубная, 31	Бюджетное	Дошкольное образовательное учреждение	Детский сад	608-09-89	http://www.ds1831.mskobr.ru
49	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1874	109172 Москва, Крестьянская площадь, дом 10/2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	912-12-69	http://www.ds1874.mskobr.ru
50	Государственное бюджетное образовательное учреждение города Москвы детский сад № 77	115088, г. Москва, Дубровский проезд, дом 7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	674-55-92	http://kids.uauo.ru
51	Государственное бюджетное образовательное учреждение города Москвы детский сад № 125	111024, г. Москва, ул. Авиамоторная, д. 32	Бюджетное	Дошкольное образовательное учреждение	Детский сад	673-37-53	http://dsuv125.mskobr.ru/
52	Государственное бюджетное образовательное учреждение города Москвы детский сад № 139	109439, г. Москва, ул. Юных Ленинцев, д. 107, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	175-52-22	http://ds139.ru
53	Государственное бюджетное образовательное учреждение города Москвы детский сад № 326	109507,  Москва, Ферганский проезд, дом 5, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 372-64-12	http://sad326.mirastem.ru
54	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 346	109462, г. Москва, улица Маршала Чуйкова, дом 11, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 746-51-90	http://ds346.mskobr.ru
55	Государственное бюджетное образовательное учреждение города Москвы детский сад № 395	109202, город Москва, улица Басовская, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	673-38-51	http://www.ds395.my1.ru
56	Государственное бюджетное образовательное учреждение города Москвы детский сад № 433	109518, г. Москва, Грайвороново, квартал 90а, кор. 15	Бюджетное	Дошкольное образовательное учреждение	Детский сад	177-52-77	http://sad433.mirastem.ru
57	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1930	123317 г.Москва, ул.Подвойского, д.18 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	256-02-22	http://www.ds1930.mskobr.ru
58	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1976	105082 г.Москва, ул. Б.Почтовая, д.4/6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 261-71-91	http://dsovp1976.umihost.info
59	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2164	119021 г.Москва, Пуговишников переулок, д.7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 245-21-93	http://www.ds2164.mskobr.ru
60	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2619	119121 г.Москва, Ружейный пер., д.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 755-61-31	http://www.ds2619.mskobr.ru
61	Государственное бюджетное образовательное учреждение города Москвы детский сад № 96	117292, г. Москва, ул. Ивана Бабушкина, дом 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	125-29-00	http://detsad96.ru/
62	Государственное бюджетное образовательное учреждение города Москвы детский сад № 367	119620 г.Москва, Солнцевский проспект, д. 12, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	439-14-58	http://ds367.mskzapad.ru
63	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2573	121596, г.Москва, ул. Толбухина, д. 7, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	735-32-25	http://www.ds2573.mskzapad.ru/
64	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1137	119526, г.Москва, ул. 26-ти Бакинских комиссаров, д. 10, к. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 739-56-24	http://ds1137.mskzapad.ru/
65	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2652	119634 г.Москва, ул. Лукинская, д. 16, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 749-44-67	http://ds2652.mskzapad.ru
66	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2696	119192 г.Москва, Мичуринский проспект, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 739-32-42; (499) 739-31-40; (499) 739-31-37; (499) 739-30-54	http://ds2696.mskzapad.ru
67	Государственное бюджетное образовательное учреждение города Москвы детский сад №1527	111539,город Москва,улица Реутовская, дом 2Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 375-85-18	http://www.raduga1527.ru
68	Государственное бюджетное образовательное учреждение города Москвы детский сад № 61	117342, г. Москва, улица Введенского, дом 15 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	334-95-65	http://www.gbou61.ru
69	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1684	125040, г. Москва, 3-я улица Ямского поля, д. 17А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 614-74-53	http://dsb1684.mskobr.ru
70	Государственное бюджетное образовательное учреждение города Москвы детский сад № 161	105203, г. Москва, Измайловский бульвар, д. 74	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 461-15-14	http://www.ds161.mskobr.ru
71	Государственное бюджетное образовательное учреждение города Москвы детский сад №201	107241,г.Москва, ул.Амурская, д. 21	Бюджетное	Дошкольное образовательное учреждение	Детский сад	462-25-20	http://www.ds201.mskobr.ru
72	Государственное бюджетное образовательное учреждение города Москвы детский сад № 348	105523, г.Москва, улица 15-я Парковая дом 43	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 530-84-10	http://www.sad348.ru/
73	Государственное бюджетное образовательное учреждение города Москвы детский сад № 485	107061,г.Москва, ул.Большая Черкизовская, д.5,корп.7	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 162-56-60	http://www.dskvp485.mskobr.ru
74	Государственное бюджетное образовательное учреждение города Москвы детский сад № 326	125315, г. Москва, улица Усиевича, дом 29 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад		
75	Государственное бюджетное образовательное учреждение города Москвы детский сад № 21	117042, г. Москва, улица Краснолиманская, дом 19Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	716-01-27	
76	Государственное бюджетное образовательное учреждение города Москвы детский сад № 260	117452, г.Москва, Балаклавский проспект, д.18	Бюджетное	Дошкольное образовательное учреждение	Детский сад	318-05-32	http://www.detsad260.ru
77	Государственное бюджетное образовательное учреждение города Москвы детский сад № 314	117303, г.Москва, ул. Каховка дом 7, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	318-39-21	http://www.detsad314.ru/
78	Государственное бюджетное образовательное учреждение города Москвы детский сад № 466	117246, г. Москва, ул. Обручева, д. 47 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	331-53-77	http://detsad466.ru
79	Государственное бюджетное образовательное учреждение города Москвы детский сад № 518	117447, город Москва, ул. Большая Черемушкинская, дом 13 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	129-63-54	http://ds518.ru/
80	Государственное бюджетное образовательное учреждение города Москвы детский сад № 543	117246, г.Москва, улица Херсонская, дом 17 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	331-61-00	http://detsad543.ru
81	Государственное бюджетное образовательное учреждение города Москвы детский сад № 747	117485, г.Москва, ул.Профсоюзная, 88А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	335-69-70	
82	Государственное бюджетное образовательное учреждение города Москвы детский сад № 792	117321, г. Москва, ул. Профсоюзная, дом 140 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	338-66-11	http://gou792.ru
83	Государственное бюджетное образовательное учреждение города Москвы детский сад № 796	117321, г.Москва, улица Профсоюзная, дом 152А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	338-27-00	http://www.ds796.ru
84	Государственное бюджетное образовательное учреждение города Москвы детский сад № 920	117465, город Москва, улица Теплый Стан, дом 11 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	337-83-52	http://detsad920.ru
85	Государственное бюджетное образовательное учреждение города Москвы детский сад № 942	119313, г.Москва, ул.Гарибальди, д. 4а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	134-45-03	http://ds942.ru
86	Государственное бюджетное образовательное учреждение города Москвы детский сад № 958	117513, г.Москва, Ленинский проспект, дом 131, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	438-21-88	http://detsad958.ucoz.ru
87	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1051	117574, г. Москва, ул. Голубинская, дом 7, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	421-63-77	http://detsad1051.ru
88	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1204	117036, Москва, улица Кедрова, дом 13, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	125-19-25	http://ds1204.ru
89	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1213	117513, Москва, ул. Академика Бакулева, дом 4А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	438-66-44	http://www.sad1213.ru
90	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1280	117463, г. Москва, ул. Инессы Арманд, дом 9А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	422-23-22	http://www.ds1280.ru
91	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1392	117437, г. Москва, улица Миклухо-Маклая, дом 18А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	336-37-33	http://dou237.ou.mosuzedu.ru
92	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1492	117513, г. Москва, ул. Академика Бакулева, д.14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	438-50-01	http://www.ds1492.msk.ru
93	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2015	117218, г. Москва, ул. Кржижановского, дом 28, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	129-78-00	http://ds2015.my1.ru
94	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2055	117628, г.Москва, улица Ратная, дом 7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	711-33-09	http://www.ds2055.ru
95	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2063	117321, город Москва, улица Профсоюзная, дом 140 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	424-11-62	http://detsad2063.ru
96	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2295	117042, г.Москва, Бульвар Адмирала Ушакова, 16	Бюджетное	Дошкольное образовательное учреждение	Детский сад	716-32-36	http://www.2295.ru
97	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1375	109559, г. Москва, ул. Белореченская, д. 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 358-01-75; (495) 358-33-01; (495) 358-02-47	http://www.gou1375.ucoz.ru
98	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2390	109451, Москва, ул. Братиславская, дом 13, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 658-89-10; (495) 658-89-08; (495) 658-89-09	http://www.ds2390.uvuo.ru
99	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2397	109341, г. Москва, ул. Перерва, дом 35	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 349-83-80; (495) 349-83-81	http://www.dou2397.ru
100	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2184	121500 г. Москва, ул. 2-я Новорублевская, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 727-21-85	http://www.ds2184mskzapad.ru
101	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2499	109559, г. Москва, ул. Белореченская, д. 10, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	359-25-29	http://www.2499.ru
102	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2542	109125, Москва, улица Окская, дом 5, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 501-09-16	http://www.sad2542.mirastem.ru
103	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2608	109457, Москва, улица Федора Полетаева, дом 6, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 746-55-30	http://www.detsad2608.ru
104	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2609	109443, г. Москва, Волгоградский проспект, дом 92, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 746-92-60	http://www.ds2609.ru
105	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2611	111674, Москва, ул. 1-ая Вольская, дом 12, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 706-82-04	http:// dsuv2611.mskobr.ru
106	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2279	109145, г.Москва, ул.Привольная, дом 9 корп.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	705-04-25	http://detsad-2279.ru
107	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1650	121351 г.Москва, ул. Партизанская, д. 9, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 416-62-81; (495) 416-94-74	http://ds1650.mskzapad.ru
108	Государственное бюджетное образовательное учреждение города Москвы детский сад № 367	107564, г.Москва, ул.Миллионная, дом 12А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	169-82-01	http://www.ds367vao.mskobr.ru
109	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1255	127642, город Москва, улица Сухонская, дом 3 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 478-26-34; (499) 478-05-23	http://www.ds1255.mskobr.ru
110	Государственное образовательное учреждение Детский сад №1624	123154 Маршала Тухачевского улица, 45 к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 199-25-20	
111	Государственное бюджетное образовательное учреждение города Москвы детский сад № 38	115582 г. Москва, Шипиловский пр-д, д.67, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 782-76-63; (495) 398-28-55	http:/ds38.ru
112	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1464	109444,  г. Москва Самарканский б-р, д. 22, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	372-10-02	http://ds1464uvuo.ru
113	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1618	119607 г.Москва, Мичуринский проспект, д. 33, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	932-86-00	http://www.ds1618.mskzapad.ru
114	Государственное бюджетное образовательное учреждение города Москвы детский сад № 160	121248 г.Москва, Кутузовский прроспект, д. 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 243-61-20	http://ds160new.mskzapad.ru;
115	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2144	129594, город Москва, Шереметьевская улица, дом 14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 689-00-08	http://www.ds2144.mskobr.ru
116	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1510	121614, г.Москва, Осенний бульвар, д. 16, корп. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	412-20-44	http://www.ds1510.mskobr.ru
